Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",9,7,12,21,,,,4.0,2.0,3.0,1.0,2.0,1.0,1.0,,5.0,16.0,1.0,,5.0,1.0,,79.0
21,"Akermanis, Jason",14,9,3,17,3,3.0,,,,1.0,,5.0,,1.0,,4.0,13.0,,4.0,2.0,,,73.0
5,"Boyd, Matthew",16,5,14,30,,1.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,10.0,19.0,,1.0,2.0,2.0,,84.0
33,"Callan, Tim",10,5,7,17,,,,2.0,1.0,3.0,,1.0,2.0,,,4.0,13.0,,,2.0,,,92.0
17,"Cooney, Adam",10,3,14,24,,1.0,,3.0,2.0,2.0,3.0,7.0,2.0,5.0,,15.0,9.0,,1.0,2.0,,1.0,84.0
4,"Cross, Daniel",15,11,16,31,3,,,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,26.0,2.0,1.0,1.0,,,87.0
13,"Giansiracusa, Daniel",13,5,7,20,1,3.0,,,,5.0,5.0,3.0,4.0,,,8.0,12.0,1.0,2.0,2.0,,1.0,64.0
9,"Gilbee, Lindsay",17,9,7,24,1,1.0,,1.0,2.0,7.0,,2.0,1.0,,,2.0,21.0,,,,,2.0,91.0
16,"Griffen, Ryan",12,2,9,21,1,,,1.0,1.0,6.0,1.0,1.0,1.0,,,6.0,14.0,,,1.0,1.0,,66.0
8,"Hahn, Mitch",11,6,10,21,1,2.0,,5.0,,7.0,4.0,,,,,11.0,10.0,3.0,2.0,,1.0,1.0,82.0
25,"Hargrave, Ryan",11,6,7,18,,,,,3.0,5.0,1.0,3.0,,1.0,,4.0,13.0,,,5.0,4.0,1.0,97.0
19,"Higgins, Shaun",3,1,5,8,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,5.0,,,,,,48.0
20,"Hill, Josh",10,4,7,17,3,1.0,,4.0,1.0,2.0,,,1.0,,,8.0,9.0,1.0,1.0,3.0,,,83.0
15,"Hudson, Ben",4,5,9,13,,,17.0,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,10.0,,,,,,65.0
6,"Johnson, Brad",12,7,3,15,3,2.0,,,,1.0,,5.0,1.0,3.0,,5.0,9.0,1.0,5.0,,,1.0,91.0
36,"Lake, Brian",9,9,3,12,,,,1.0,2.0,2.0,,4.0,,1.0,,2.0,11.0,2.0,,4.0,3.0,,95.0
27,"Minson, Will",4,2,4,8,,,5.0,6.0,,3.0,1.0,3.0,1.0,1.0,,4.0,4.0,,,1.0,,,72.0
38,"Morris, Dale",5,3,6,11,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,6.0,5.0,1.0,,6.0,,,91.0
2,"Murphy, Robert",16,11,3,19,4,1.0,,2.0,3.0,4.0,,1.0,1.0,,,6.0,12.0,2.0,4.0,1.0,4.0,1.0,91.0
28,"Welsh, Scott",6,4,3,9,3,,,,,2.0,,1.0,,1.0,,5.0,4.0,1.0,2.0,2.0,,2.0,90.0
7,"West, Scott",12,4,14,26,,,,4.0,1.0,5.0,3.0,4.0,2.0,1.0,3.0,11.0,15.0,,,3.0,,3.0,83.0
37,"Wight, Cameron",1,,6,7,1,,1.0,4.0,1.0,,,3.0,1.0,2.0,,3.0,4.0,,,5.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,118,169,389,24,17.0,24.0,47.0,27.0,66.0,27.0,57.0,23.0,24.0,6.0,131.0,254.0,15.0,23.0,47.0,16.0,13.0,
Opposition,Opposition,170,99,135,305,9,12.0,29.0,49.0,37.0,39.0,29.0,53.0,24.0,23.0,,108.0,194.0,10.0,16.0,35.0,16.0,6.0,
