Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Akermanis, Jason",10,2,7,17,4,1.0,,2.0,,5.0,4.0,,1.0,,,7.0,9.0,,,1.0,,2.0,73.0
5,"Boyd, Matthew",18,6,6,24,1,,,1.0,4.0,,2.0,5.0,,2.0,,5.0,19.0,,1.0,2.0,,1.0,86.0
33,"Callan, Tim",6,4,5,11,,,,3.0,3.0,1.0,1.0,1.0,,1.0,,2.0,8.0,,,1.0,1.0,,85.0
17,"Cooney, Adam",17,8,11,28,1,1.0,,1.0,5.0,2.0,4.0,3.0,1.0,1.0,3.0,13.0,15.0,1.0,2.0,1.0,1.0,2.0,85.0
4,"Cross, Daniel",12,5,17,29,,,1.0,3.0,1.0,2.0,4.0,4.0,,2.0,1.0,9.0,20.0,1.0,,3.0,,1.0,85.0
10,"Eagleton, Nathan",9,6,11,20,1,1.0,,1.0,1.0,4.0,,,,,,1.0,18.0,,,,4.0,,74.0
3,"Everitt, Andrejs",6,2,2,8,,,,3.0,1.0,2.0,,3.0,1.0,1.0,,3.0,5.0,,,,,,87.0
13,"Giansiracusa, Daniel",18,9,9,27,,,,3.0,4.0,3.0,4.0,1.0,1.0,,,6.0,21.0,,,1.0,8.0,1.0,71.0
16,"Griffen, Ryan",12,7,7,19,,,,1.0,1.0,8.0,,1.0,,1.0,,3.0,17.0,,,,11.0,4.0,84.0
8,"Hahn, Mitch",11,8,5,16,6,1.0,,2.0,,4.0,2.0,2.0,2.0,2.0,2.0,12.0,4.0,6.0,4.0,2.0,,2.0,88.0
40,"Harbrow, Jarrod",5,3,4,9,1,1.0,,1.0,,1.0,2.0,,1.0,,,4.0,5.0,,,,,,90.0
25,"Hargrave, Ryan",6,4,5,11,,,,3.0,4.0,,,1.0,,,,1.0,8.0,,,4.0,,1.0,84.0
19,"Higgins, Shaun",7,3,7,14,,2.0,,,1.0,2.0,1.0,1.0,,,,5.0,9.0,1.0,1.0,1.0,,,74.0
20,"Hill, Josh",12,11,6,18,,,1.0,3.0,3.0,,,2.0,1.0,1.0,,7.0,12.0,4.0,,1.0,2.0,1.0,82.0
15,"Hudson, Ben",3,2,7,10,,1.0,14.0,2.0,,1.0,4.0,3.0,1.0,2.0,,6.0,5.0,1.0,1.0,2.0,,,67.0
6,"Johnson, Brad",13,4,6,19,4,,1.0,1.0,,4.0,1.0,3.0,4.0,,,11.0,8.0,2.0,1.0,1.0,,1.0,85.0
36,"Lake, Brian",11,6,11,22,,,,2.0,7.0,,,3.0,,3.0,,10.0,9.0,3.0,,2.0,4.0,,100.0
27,"Minson, Will",6,3,4,10,2,,21.0,1.0,1.0,1.0,1.0,2.0,,2.0,,7.0,3.0,2.0,2.0,,,1.0,76.0
38,"Morris, Dale",7,3,5,12,,,,1.0,2.0,,,1.0,1.0,,,4.0,7.0,,,9.0,,,99.0
2,"Murphy, Robert",16,10,2,18,1,2.0,,2.0,,7.0,,2.0,2.0,1.0,,3.0,15.0,,1.0,1.0,,1.0,79.0
14,"Ward, Callan",6,3,4,10,,,,1.0,,3.0,,3.0,,1.0,,3.0,7.0,,,,,1.0,61.0
28,"Welsh, Scott",10,9,6,16,2,,,,1.0,3.0,1.0,2.0,1.0,1.0,,8.0,9.0,1.0,3.0,,,2.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,118,147,368,23,13.0,38.0,37.0,39.0,53.0,31.0,43.0,17.0,21.0,6.0,130.0,233.0,22.0,16.0,32.0,31.0,21.0,
Opposition,Opposition,188,84,142,330,15,15.0,13.0,58.0,26.0,56.0,34.0,49.0,21.0,17.0,,121.0,210.0,11.0,15.0,41.0,18.0,10.0,
