0,1,2,3,4,5,6
←,"Round: 11 Venue: Waverley Park Date: Sun, 5-Jun-1994 2:00 PM Attendance: 22895","Round: 11 Venue: Waverley Park Date: Sun, 5-Jun-1994 2:00 PM Attendance: 22895","Round: 11 Venue: Waverley Park Date: Sun, 5-Jun-1994 2:00 PM Attendance: 22895","Round: 11 Venue: Waverley Park Date: Sun, 5-Jun-1994 2:00 PM Attendance: 22895","Round: 11 Venue: Waverley Park Date: Sun, 5-Jun-1994 2:00 PM Attendance: 22895",→
←,Hawthorn,5.1.31,10.1.61,15.3.93,20.5.125,→
←,Footscray,1.3.9,6.5.41,6.9.45,8.13.61,→
←,Qrt margin,HW by 22,HW by 20,HW by 48,HW by 64,→
←,Qrt scores,HW 31-9,FO 32-30,HW 32-4,HW 32-16,→
←,Field umpires,"Chris Mitchell (161), Hayden Kennedy (101), Mark Westgarth (41)","Chris Mitchell (161), Hayden Kennedy (101), Mark Westgarth (41)","Chris Mitchell (161), Hayden Kennedy (101), Mark Westgarth (41)","Chris Mitchell (161), Hayden Kennedy (101), Mark Westgarth (41)",→
