Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",8,3,3,11,1,,,,,,,,,2.0,,,,,,,,,
10,"Ashcroft, Marcus",7,4,7,14,1,,,,,,,,,1.0,,,,,,,,,
17,"Bartlett, Trent",9,3,7,16,,,,2.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",9,4,4,13,,,,1.0,,,,,,,,,,,,,,,
1,"Champion, Richard",8,5,3,11,,,,3.0,,,,,1.0,,,,,,,,,,
16,"Clarke, Matthew",5,4,8,13,2,,16.0,,,,,,,1.0,,,,,,,,,
14,"Dickfos, Danny",3,2,4,7,,,,1.0,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",12,6,2,14,,,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",6,1,5,11,1,,,2.0,,,,,,,,,,,,,,,
27,"Keating, Clark",5,1,6,11,,,13.0,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",15,2,5,20,1,1.0,,2.0,,,,,4.0,1.0,,,,,,,,,
18,"Lambert, Craig",14,2,23,37,2,,1.0,2.0,,,,,4.0,,,,,,,,,,
44,"Lappin, Nigel",22,7,8,30,1,,1.0,,,,,,1.0,1.0,3.0,,,,,,,,
23,"Leppitsch, Justin",7,2,,7,2,2.0,,2.0,,,,,1.0,,1.0,,,,,,,,
42,"Lynch, Tristan",2,1,3,5,,,,4.0,,,,,1.0,,,,,,,,,,
2,"McAdam, Gilbert",6,2,9,15,,,,1.0,,,,,1.0,4.0,,,,,,,,,
4,"McRae, Craig",11,4,1,12,2,2.0,,2.0,,,,,2.0,,,,,,,,,,
22,"Scott, Chris",8,3,1,9,,,,2.0,,,,,,1.0,,,,,,,,,
38,"Scott, Dion",4,2,3,7,1,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Voss, Michael",19,5,6,25,2,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"White, Darryl",14,7,2,16,1,,3.0,3.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,70,110,304,17,8.0,35.0,31.0,,,,,21.0,16.0,4.0,,,,,,,,
Opposition,Opposition,177,67,142,319,12,13.0,25.0,31.0,,,,,16.0,21.0,2.0,,,,,,,,
