Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",26y 188d,94 (48-0-46 51.06%),36 (0.38),←,
19,"Betts, Eddie",26y 214d,173 (69-3-101 40.75%),274 (1.58),←,
21,"Bootsma, Josh",20y 126d,12 (5-0-7 41.67%),2 (0.17),←,
37,"Cachia, Jaryd",22y 51d,8 (4-0-4 50.00%),,←,
41,"Casboult, Levi",23y 105d,12 (5-0-7 41.67%),10 (0.83),←,
35,"Curnow, Ed",23y 233d,40 (25-1-14 63.75%),5 (0.13),←,
38,"Garlett, Jeff",23y 329d,89 (49-1-39 55.62%),155 (1.74),←,
4,"Gibbs, Bryce",24y 105d,144 (67-1-76 46.88%),75 (0.52),←,
23,"Henderson, Lachie",23y 196d,73 (35-1-37 48.63%),40 (0.55),58 (27-1-30 47.41%),37 (0.64)
40,"Jamison, Michael",27y 17d,100 (47-1-52 47.50%),1 (0.01),←,
5,"Judd, Chris",29y 293d,251 (143-3-105 57.57%),212 (0.84),117 (59-1-57 50.85%),74 (0.63)
8,"Kreuzer, Matthew",24y 46d,98 (50-0-48 51.02%),52 (0.53),←,
9,"Lucas, Kane",22y 2d,30 (16-0-14 53.33%),13 (0.43),←,
14,"McLean, Brock",27y 109d,132 (55-1-76 42.05%),58 (0.44),38 (18-0-20 47.37%),19 (0.50)
12,"Robinson, Mitch",24y 21d,80 (44-1-35 55.63%),48 (0.60),←,
29,"Scotland, Heath",32y 342d,255 (107-2-146 42.35%),78 (0.31),202 (84-2-116 42.08%),66 (0.33)
6,"Simpson, Kade",29y 54d,189 (78-2-109 41.80%),115 (0.61),←,
42,"Tuohy, Zach",23y 200d,43 (24-0-19 55.81%),12 (0.28),←,
30,"Waite, Jarrad",30y 144d,161 (58-3-100 36.96%),214 (1.33),←,
1,"Walker, Andrew",27y 41d,155 (57-3-95 37.74%),115 (0.74),←,
43,"White, Simon",25y 11d,26 (17-1-8 67.31%),2 (0.08),←,
13,"Yarran, Chris",22y 191d,73 (35-1-37 48.63%),56 (0.77),←,
Totals,Totals,25y 154d,2238 (1038-25-1175 46.38%),1573 (0.70),,
C,"Malthouse, Mick",59y 315d,677 (392-6-279 58.35%),,13 (6-0-7 46.15%),
