Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",29y 47d,150 (90-1-59 60.33%),77 (0.51),47 (23-1-23 50.00%),17 (0.36)
26,"Bickley, Mark",25y 330d,87 (42-0-45 48.28%),22 (0.25),←,
19,"Chalmers, Brett",22y 68d,25 (10-1-14 42.00%),4 (0.16),←,
14,"Connell, Matthew",22y 331d,16 (8-0-8 50.00%),5 (0.31),13 (6-0-7 46.15%),5 (0.38)
37,"Edwards, Tyson",18y 328d,3 (2-0-1 66.67%),,←,
34,"Hart, Ben",20y 356d,76 (37-1-38 49.34%),14 (0.18),←,
29,"Ingerson, Anthony",25y 260d,33 (14-0-19 42.42%),25 (0.76),←,
35,"Jameson, Rod",25y,85 (44-1-40 52.35%),79 (0.93),←,
2,"Jarman, Andrew",29y 167d,85 (42-1-42 50.00%),53 (0.62),←,
31,"Kluzek, Matthew",22y 88d,19 (7-0-12 36.84%),13 (0.68),←,
10,"McDermott, Chris",31y 238d,99 (49-1-49 50.00%),25 (0.25),←,
11,"McGuinness, Tony",31y 55d,199 (93-3-103 47.49%),181 (0.91),90 (43-1-46 48.33%),73 (0.81)
23,"McLeod, Andrew",18y 330d,6 (4-0-2 66.67%),10 (1.67),←,
6,"Modra, Tony",26y 121d,60 (28-1-31 47.50%),242 (4.03),←,
16,"Pesch, Nick",21y 5d,13 (6-0-7 46.15%),10 (0.77),←,
32,"Ricciuto, Mark",20y 22d,52 (24-1-27 47.12%),35 (0.67),←,
5,"Robran, Matthew",24y 103d,21 (11-0-10 52.38%),13 (0.62),14 (7-0-7 50.00%),8 (0.57)
7,"Smart, Nigel",26y 40d,89 (43-1-45 48.88%),45 (0.51),←,
12,"Tregenza, Simon",24y 113d,77 (38-1-38 50.00%),12 (0.16),←,
33,"Weidemann, Wayne",28y 252d,59 (28-1-30 48.31%),22 (0.37),←,
44,"Wellman, Sean",20y 283d,29 (11-1-17 39.66%),9 (0.31),←,
Totals,Totals,24y 203d,1283 (631-15-637 49.18%),896 (0.70),,
C,"Shaw, Robert",40y 175d,99 (34-0-65 34.34%),,13 (6-0-7 46.15%),
