Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",13,1,8,21,1,,,5.0,3.0,3.0,4.0,2.0,1.0,1.0,,7.0,15.0,,,,1.0,1.0,88.0
13,"Ah Chee, Callum",4,4,11,15,,,,,,4.0,1.0,2.0,1.0,2.0,,9.0,6.0,,,,,3.0,82.0
31,"Brooksby, Keegan",4,1,6,10,,,6.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,,5.0,5.0,,,1.0,,,85.0
12,"Day, Sam",5,1,5,10,,,,1.0,3.0,,,5.0,1.0,3.0,,5.0,5.0,1.0,,4.0,,,91.0
2,"Grant, Jarrad",4,2,8,12,3,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,4.0,7.0,,,1.0,,,79.0
33,"Hall, Aaron",19,4,13,32,,,,1.0,6.0,4.0,2.0,5.0,1.0,1.0,,7.0,25.0,,,,,,85.0
5,"Harbrow, Jarrod",2,1,14,16,,,,6.0,,1.0,2.0,6.0,,4.0,,7.0,9.0,,,1.0,,,85.0
28,"Kolodjashnij, Kade",11,4,2,13,,,,3.0,5.0,1.0,,1.0,,,,1.0,12.0,,,2.0,,,89.0
23,"Lemmens, Sean",7,4,6,13,,,,2.0,1.0,1.0,,3.0,,1.0,,3.0,10.0,,,1.0,,,86.0
21,"Leslie, Jack",7,4,8,15,,,,1.0,7.0,,1.0,4.0,2.0,3.0,,7.0,7.0,3.0,,9.0,,,87.0
37,"Lonergan, Jesse",8,2,11,19,,,,11.0,1.0,3.0,3.0,3.0,1.0,3.0,,8.0,12.0,,,,,,79.0
19,"Lynch, Tom",6,2,1,7,2,1.0,,,,1.0,,1.0,3.0,1.0,,5.0,3.0,1.0,2.0,,1.0,,97.0
44,"Macpherson, Darcy",10,2,8,18,,,,6.0,,2.0,,2.0,2.0,2.0,,4.0,14.0,,,1.0,,,79.0
7,"Malceski, Nick",6,1,10,16,,,,1.0,2.0,,2.0,3.0,,1.0,,4.0,11.0,,,1.0,2.0,,80.0
4,"Martin, Jack",7,6,4,11,,,,4.0,,2.0,,2.0,1.0,2.0,,5.0,6.0,2.0,,4.0,,,81.0
32,"Matera, Brandon",8,4,7,15,3,1.0,,,2.0,,,2.0,1.0,1.0,,4.0,11.0,,3.0,1.0,1.0,,82.0
11,"Miller, Touk",3,3,7,10,,,,6.0,,1.0,1.0,2.0,,,,5.0,5.0,,,1.0,,,79.0
22,"Nicholls, Tom",4,1,6,10,,,32.0,2.0,,1.0,5.0,2.0,3.0,2.0,,10.0,1.0,1.0,,3.0,,,73.0
10,"Prestia, Dion",11,3,17,28,,,,3.0,,5.0,5.0,4.0,2.0,,,14.0,14.0,,,,1.0,,75.0
42,"Saad, Adam",6,1,3,9,,,,1.0,2.0,1.0,,,,,,2.0,5.0,,,1.0,8.0,,41.0
20,"Schade, Henry",7,5,5,12,,,,1.0,5.0,,,2.0,2.0,1.0,,4.0,8.0,,,6.0,,,90.0
26,"Shaw, Matt",7,3,11,18,,,1.0,6.0,2.0,4.0,,1.0,2.0,,,7.0,11.0,1.0,,1.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,159,59,171,330,9,4.0,39.0,63.0,42.0,36.0,30.0,57.0,25.0,31.0,,127.0,202.0,9.0,5.0,38.0,14.0,4.0,
Opposition,Opposition,245,111,193,438,22,17.0,44.0,57.0,25.0,69.0,49.0,37.0,31.0,25.0,6.0,161.0,279.0,10.0,15.0,37.0,19.0,16.0,
