North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",9,3,17,26,,,,5.0,2.0,5.0,4.0,1.0,1.0,,,9.0,15.0,,,3.0,,,71.0
18,"Atley, Shaun",13,2,12,25,,,,5.0,6.0,,1.0,1.0,,1.0,,6.0,18.0,,,3.0,4.0,,82.0
50,"Brown, Ben",5,4,4,9,,1.0,5.0,2.0,,3.0,,2.0,,,,2.0,7.0,,1.0,1.0,,1.0,96.0
10,"Cunnington, Ben",9,4,26,35,,,,5.0,2.0,2.0,13.0,3.0,3.0,2.0,1.0,21.0,15.0,,,2.0,,,81.0
9,"Davies-Uniacke, Luke",5,4,11,16,,,,4.0,1.0,1.0,4.0,3.0,,2.0,,10.0,8.0,,,,,,65.0
14,"Dumont, Trent",10,3,11,21,,1.0,,2.0,3.0,2.0,1.0,2.0,,1.0,,7.0,16.0,,,,,,79.0
22,"Goldstein, Todd",8,3,13,21,,,33.0,,,2.0,5.0,2.0,4.0,,,8.0,13.0,,,2.0,,1.0,85.0
43,"Hall, Aaron",10,2,10,20,2,1.0,,4.0,2.0,3.0,,4.0,,1.0,,4.0,16.0,,1.0,,,,76.0
8,"Hrovat, Nathan",4,,10,14,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,7.0,7.0,,,,,,70.0
20,"Larkey, Nick",7,6,3,10,3,,2.0,4.0,,,1.0,,1.0,,,5.0,5.0,2.0,2.0,2.0,,,87.0
34,"Macmillan, Jamie",7,7,8,15,,,,3.0,4.0,,1.0,,,,,1.0,13.0,,,1.0,,,89.0
11,"McDonald, Luke",6,4,7,13,,,,3.0,2.0,1.0,,1.0,2.0,,,6.0,8.0,1.0,,2.0,,,85.0
17,"Pittard, Jasper",12,5,11,23,,,,1.0,2.0,2.0,,3.0,1.0,1.0,,8.0,14.0,2.0,,10.0,1.0,,83.0
13,"Polec, Jared",12,4,5,17,1,,,,4.0,1.0,1.0,3.0,1.0,1.0,,3.0,14.0,,,1.0,,,89.0
25,"Tarrant, Robbie",6,5,6,12,,,,1.0,,,,2.0,1.0,1.0,,6.0,6.0,1.0,,10.0,,,89.0
26,"Thomas, Tarryn",9,3,10,19,,1.0,,2.0,1.0,3.0,,,,,,8.0,11.0,,,,,2.0,83.0
16,"Thompson, Scott",14,8,5,19,,,,3.0,6.0,1.0,,1.0,1.0,,,5.0,8.0,2.0,,5.0,,,92.0
28,"Turner, Kayne",7,4,7,14,1,,,6.0,1.0,1.0,,1.0,2.0,1.0,,7.0,7.0,1.0,1.0,1.0,,,78.0
32,"Wood, Mason",12,7,9,21,1,,,5.0,,2.0,,5.0,1.0,,,6.0,15.0,1.0,5.0,1.0,,2.0,81.0
19,"Wright, Sam",6,3,7,13,,,,,3.0,1.0,,3.0,,2.0,,2.0,10.0,,,,,,80.0
7,"Ziebell, Jack",18,1,6,24,2,,,6.0,2.0,8.0,2.0,4.0,,3.0,,5.0,19.0,,,1.0,,,83.0
44,"Zurhaar, Cameron",8,3,10,18,1,1.0,,2.0,,6.0,,3.0,,,,5.0,13.0,,1.0,2.0,,3.0,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,85,208,405,11,6.0,40.0,66.0,42.0,45.0,34.0,45.0,20.0,16.0,1.0,141.0,258.0,10.0,11.0,47.0,5.0,9.0,
Opposition,Opposition,214,80,196,410,12,16.0,42.0,78.0,34.0,57.0,41.0,49.0,16.0,20.0,5.0,165.0,241.0,17.0,15.0,52.0,12.0,8.0,
