Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",12,7,4,16,2,,,,,,,,3.0,1.0,1.0,,,,,,,,
5,"Buckley, Nathan",20,4,1,21,,,,,,,,,2.0,2.0,,,,,,,,,
17,"Burns, Scott",4,4,8,12,,,,3.0,,,,,,2.0,,,,,,,,,
28,"Crosisca, Gavin",3,1,4,7,,,,5.0,,,,,,1.0,,,,,,,,,
39,"Crow, Scott",15,9,4,19,,1.0,,1.0,,,,,,,,,,,,,,,
2,"Francis, Tony",3,1,2,5,2,,,,,,,,1.0,1.0,,,,,,,,,
15,"Hassall, Jon",6,1,5,11,,,,1.0,,,,,3.0,1.0,,,,,,,,,
31,"Hotton, Trent",5,2,2,7,,,2.0,3.0,,,,,1.0,1.0,,,,,,,,,
23,"Kelly, Craig",4,5,3,7,,,,1.0,,,,,1.0,3.0,,,,,,,,,
27,"McDonald, Alex",7,4,4,11,,,,1.0,,,,,1.0,,,,,,,,,,
34,"McGuane, Mick",15,5,8,23,,1.0,,,,,,,1.0,1.0,,,,,,,,,
1,"Monkhorst, Damian",6,4,6,12,,,8.0,2.0,,,,,,3.0,,,,,,,,,
32,"Orchard, Mark",8,3,4,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Patterson, Stephen",11,3,8,19,3,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
16,"Pitt, Steven",5,2,2,7,,3.0,,2.0,,,,,,,,,,,,,,,
36,"Rocca, Saverio",8,7,1,9,2,5.0,1.0,2.0,,,,,,,,,,,,,,,
29,"Russell, Scott",14,3,16,30,2,,,,,,,,1.0,,,,,,,,,,
12,"Schauble, Andrew",11,5,3,14,,,,,,,,,,1.0,,,,,,,,,
14,"Watson, Shane",4,,2,6,,,,,,,,,,,,,,,,,,,
10,"Williams, Paul",11,4,5,16,1,1.0,1.0,3.0,,,,,,3.0,,,,,,,,,
19,"Wright, Graham",6,1,7,13,,1.0,,3.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,75,99,277,12,15.0,12.0,31.0,,,,,18.0,25.0,1.0,,,,,,,,
Opposition,Opposition,192,75,125,317,16,13.0,13.0,29.0,,,,,25.0,18.0,5.0,,,,,,,,
