Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
13,"Acres, Blake",29y 300d,184 (85-3-96 47.01%),65 (0.35),64 (32-1-31 50.78%),28 (0.44)
32,"Carroll, Matt",19y 248d,14 (6-0-8 42.86%),1 (0.07),←,
2,"Cowan, Lachlan",20y 245d,35 (15-1-19 44.29%),2 (0.06),←,
9,"Cripps, Patrick",30y 138d,227 (83-2-142 37.00%),125 (0.55),←,
12,"De Koning, Tom",26y 18d,97 (49-1-47 51.03%),35 (0.36),←,
19,"Durdin, Corey",23y 111d,61 (30-0-31 49.18%),48 (0.79),←,
44,"Evans, Francis",23y 345d,41 (27-0-14 65.85%),26 (0.63),7 (2-0-5 28.57%),4 (0.57)
8,"Fogarty, Lachie",26y 124d,88 (47-0-41 53.41%),35 (0.40),65 (34-0-31 52.31%),29 (0.45)
26,"Haynes, Nick",33y 77d,231 (107-4-120 47.19%),13 (0.06),20 (7-0-13 35.00%),
29,"Hewett, George",29y 217d,199 (113-1-85 57.04%),52 (0.26),79 (42-1-36 53.80%),20 (0.25)
4,"Hollands, Oliver",21y 199d,62 (30-1-31 49.19%),11 (0.18),←,
36,"Lord, Cooper",20y 136d,21 (8-0-13 38.10%),5 (0.24),←,
10,"McKay, Harry",27y 222d,137 (56-1-80 41.24%),263 (1.92),←,
43,"Moir, Ashton",20y 110d,8 (2-0-6 25.00%),8 (1.00),←,
3,"Motlop, Jesse",21y 253d,60 (25-1-34 42.50%),57 (0.95),←,
22,"OFarrell, Harry",19y 92d,6 (1-0-5 16.67%),1 (0.17),←,
27,"Pittonet, Marc",29y 61d,80 (34-0-46 42.50%),12 (0.15),73 (29-0-44 39.73%),12 (0.16)
42,"Saad, Adam",31y 11d,213 (94-3-116 44.84%),12 (0.06),104 (51-1-52 49.52%),4 (0.04)
23,"Weitering, Jacob",27y 253d,201 (75-1-125 37.56%),11 (0.05),←,
38,"White, Will",21y 138d,12 (6-0-6 50.00%),9 (0.75),←,
6,"Williams, Zac",30y 317d,171 (86-0-85 50.29%),66 (0.39),58 (27-0-31 46.55%),39 (0.67)
45,"Young, Flynn",23y 181d,5 (1-0-4 20.00%),1 (0.20),←,
33,"Young, Lewis",26y 226d,77 (37-1-39 48.70%),9 (0.12),53 (22-1-30 42.45%),8 (0.15)
Totals,Totals,25y 143d,2230 (1017-20-1193 45.61%),867 (0.39),,
C,"Voss, Michael",50y 27d,200 (89-2-109 45.00%),,91 (46-1-44 51.10%),
