Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 353d,85 (53-0-32 62.35%),130 (1.53),47 (35-0-12 74.47%),75 (1.60)
33,"Allison, Brett",31y 114d,218 (123-1-94 56.65%),276 (1.27),←,
11,"Archer, Glenn",26y 177d,161 (107-0-54 66.46%),102 (0.63),←,
26,"Bell, Peter",23y 200d,99 (68-0-31 68.69%),94 (0.95),97 (68-0-29 70.10%),92 (0.95)
12,"Blakey, John",33y 55d,298 (160-0-138 53.69%),96 (0.32),163 (108-0-55 66.26%),58 (0.36)
16,"Capuano, Mathew",24y 15d,67 (52-0-15 77.61%),19 (0.28),←,
18,"Carey, Wayne",28y 113d,206 (129-0-77 62.62%),565 (2.74),←,
23,"Clayton, Shane",20y 328d,42 (21-0-21 50.00%),11 (0.26),24 (19-0-5 79.17%),10 (0.42)
6,"Grant, Shannon",22y 151d,106 (68-1-37 64.62%),117 (1.10),48 (36-0-12 75.00%),79 (1.65)
29,"Harvey, Brent",21y 126d,63 (45-0-18 71.43%),66 (1.05),←,
34,"King, David",27y 194d,131 (89-0-42 67.94%),43 (0.33),←,
35,"Longmire, John",28y 260d,199 (103-1-95 52.01%),511 (2.57),←,
4,"Martyn, Mick",31y 17d,241 (144-1-96 59.96%),14 (0.06),←,
5,"McCartney, Jason",25y 187d,121 (68-0-53 56.20%),51 (0.42),46 (34-0-12 73.91%),3 (0.07)
31,"McKernan, Corey",25y 272d,137 (96-0-41 70.07%),152 (1.11),←,
44,"Motlop, Shannon",21y 30d,6 (6-0-0 100.00%),3 (0.50),←,
28,"Pickett, Byron",22y 37d,50 (37-0-13 74.00%),,←,
13,"Pike, Martin",26y 307d,120 (56-0-64 46.67%),53 (0.44),60 (44-0-16 73.33%),13 (0.22)
24,"Sholl, Craig",31y 261d,221 (134-0-87 60.63%),149 (0.67),←,
7,"Simpson, Adam",23y 213d,89 (66-0-23 74.16%),35 (0.39),←,
10,"Stevens, Anthony",28y 77d,205 (129-0-76 62.93%),97 (0.47),←,
30,"Welsh, Scott",20y 284d,35 (25-0-10 71.43%),29 (0.83),←,
Totals,Totals,25y 321d,2900 (1779-4-1117 61.34%),2613 (0.90),,
C,"Pagan, Denis",51y 358d,169 (113-0-56 66.86%),,←,
