Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",35y 312d,346 (185-2-159 53.76%),437 (1.26),236 (150-2-84 63.98%),313 (1.33)
30,"Atkins, Tom",24y 185d,24 (15-0-9 62.50%),5 (0.21),←,
46,"Blicavs, Mark",28y 359d,159 (104-2-53 66.04%),36 (0.23),←,
6,"Clark, Jordan",19y 157d,19 (13-0-6 68.42%),11 (0.58),←,
40,"Dahlhaus, Luke",27y 213d,179 (87-0-92 48.60%),125 (0.70),25 (17-0-8 68.00%),15 (0.60)
35,"Dangerfield, Patrick",29y 351d,249 (143-1-105 57.63%),284 (1.14),95 (62-1-32 65.79%),121 (1.27)
22,"Duncan, Mitch",28y 285d,204 (145-1-58 71.32%),149 (0.73),←,
28,"Fort, Darcy",26y 228d,4 (2-0-2 50.00%),5 (1.25),←,
29,"Guthrie, Cameron",27y 215d,162 (105-2-55 65.43%),52 (0.32),←,
39,"Guthrie, Zach",21y 265d,18 (9-1-8 52.78%),,←,
26,"Hawkins, Tom",31y 244d,257 (183-2-72 71.60%),556 (2.16),←,
38,"Henry, Jack",21y 205d,46 (28-0-18 60.87%),8 (0.17),←,
27,"Menegola, Sam",28y 14d,66 (41-1-24 62.88%),48 (0.73),←,
32,"Miers, Gryan",20y 357d,26 (17-0-9 65.38%),29 (1.12),←,
19,"Narkle, Quinton",22y 109d,13 (6-0-7 46.15%),10 (0.77),←,
42,"OConnor, Mark",23y 64d,31 (19-0-12 61.29%),2 (0.06),←,
17,"Ratugolea, Esava",21y 241d,29 (20-0-9 68.97%),22 (0.76),←,
23,"Rohan, Gary",28y 288d,126 (83-1-42 66.27%),122 (0.97),20 (13-0-7 65.00%),26 (1.30)
14,"Selwood, Joel",31y 300d,296 (216-1-79 73.14%),158 (0.53),←,
44,"Stewart, Tom",27y 6d,69 (44-0-25 63.77%),3 (0.04),←,
7,"Taylor, Harry",33y 283d,262 (191-2-69 73.28%),74 (0.28),←,
2,"Tuohy, Zach",30y 102d,187 (88-2-97 47.59%),59 (0.32),67 (40-1-26 60.45%),19 (0.28)
Totals,Totals,26y 334d,2772 (1744-18-1010 62.91%),2195 (0.79),,
C,"Scott, Chris",43y 323d,216 (148-2-66 68.98%),,←,
