Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",23y 179d,62 (38-0-24 61.29%),17 (0.27),←,
21,"Barry, Leo",29y 1d,179 (104-0-75 58.10%),50 (0.28),←,
6,"Bolton, Craig",25y 354d,111 (69-0-42 62.16%),20 (0.18),82 (52-0-30 63.41%),10 (0.12)
24,"Bolton, Jude",26y 66d,147 (80-1-66 54.76%),75 (0.51),←,
32,"Buchanan, Amon",23y 222d,56 (34-0-22 60.71%),26 (0.46),←,
23,"Chambers, Paul",23y 331d,40 (22-0-18 55.00%),5 (0.13),8 (5-0-3 62.50%),
28,"Crouch, Jared",28y 76d,190 (104-1-85 55.00%),45 (0.24),←,
2,"Davis, Nick",26y 51d,136 (69-0-67 50.74%),185 (1.36),65 (39-0-26 60.00%),100 (1.54)
12,"Fosdike, Nic",26y 83d,124 (66-1-57 53.63%),56 (0.45),←,
37,"Goodes, Adam",26y 132d,169 (92-1-76 54.73%),174 (1.03),←,
1,"Hall, Barry",29y 101d,187 (92-2-93 49.73%),447 (2.39),99 (58-1-40 59.09%),303 (3.06)
16,"Jolly, Darren",24y 195d,80 (42-0-38 52.50%),21 (0.26),32 (22-0-10 68.75%),10 (0.31)
17,"Kennelly, Tadhg",24y 323d,106 (65-0-41 61.32%),27 (0.25),←,
31,"Kirk, Brett",29y 207d,131 (74-1-56 56.87%),54 (0.41),←,
9,"Malceski, Nick",21y 278d,11 (10-0-1 90.91%),6 (0.55),←,
3,"McVeigh, Jarrad",21y 43d,41 (25-0-16 60.98%),18 (0.44),←,
5,"OKeefe, Ryan",25y 116d,101 (60-0-41 59.41%),108 (1.07),←,
19,"OLoughlin, Michael",29y 89d,230 (132-2-96 57.83%),387 (1.68),←,
25,"Richards, Ted",23y 129d,41 (24-0-17 58.54%),21 (0.51),8 (5-0-3 62.50%),2 (0.25)
30,"Roberts-Thomson, Lewis",22y 254d,56 (37-0-19 66.07%),6 (0.11),←,
13,"Schneider, Adam",22y 8d,60 (37-0-23 61.67%),57 (0.95),←,
10,"Williams, Paul",33y 47d,301 (146-3-152 49.00%),304 (1.01),112 (65-1-46 58.48%),81 (0.72)
Totals,Totals,25y 266d,2559 (1422-12-1125 55.57%),2109 (0.82),,
C,"Roos, Paul",42y 327d,92 (58-0-34 63.04%),,←,
