Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",26y 55d,140 (61-3-76 44.64%),360 (2.57),←,
3,"Coniglio, Stephen",25y 162d,127 (60-1-66 47.64%),73 (0.57),←,
13,"Cumming, Isaac",20y 288d,4 (2-0-2 50.00%),,←,
16,"Daniels, Brent",20y 78d,17 (12-0-5 70.59%),9 (0.53),←,
1,"Davis, Phil",28y 269d,151 (74-3-74 50.00%),6 (0.04),133 (63-3-67 48.50%),5 (0.04)
24,"de Boer, Matt",29y 77d,178 (103-4-71 58.99%),72 (0.40),40 (25-3-12 66.25%),24 (0.60)
7,"Deledio, Brett",32y 38d,265 (125-6-134 48.30%),194 (0.73),22 (15-1-6 70.45%),12 (0.55)
31,"Finlayson, Jeremy",23y 106d,25 (13-2-10 56.00%),26 (1.04),←,
4,"Greene, Toby",25y 243d,132 (58-1-73 44.32%),146 (1.11),←,
19,"Haynes, Nick",27y 8d,114 (56-3-55 50.44%),9 (0.08),←,
27,"Himmelberg, Harry",23y 18d,50 (33-1-16 67.00%),53 (1.06),←,
2,"Hopper, Jacob",22y 109d,54 (35-1-18 65.74%),21 (0.39),←,
22,"Kelly, Josh",24y 103d,107 (61-2-44 57.94%),66 (0.62),←,
40,"Kennedy, Adam",26y 318d,102 (39-0-63 38.24%),9 (0.09),←,
41,"Mumford, Shane",32y 325d,179 (116-4-59 65.92%),52 (0.29),79 (47-2-30 60.76%),13 (0.16)
36,"Perryman, Harry",20y 158d,20 (10-1-9 52.50%),3 (0.15),←,
50,"Reid, Sam",29y 200d,74 (42-3-29 58.78%),28 (0.38),64 (36-3-25 58.59%),27 (0.42)
23,"Shaw, Heath",33y 180d,292 (179-5-108 62.16%),39 (0.13),119 (69-3-47 59.24%),2 (0.02)
14,"Taranto, Tim",21y 118d,47 (30-1-16 64.89%),20 (0.43),←,
15,"Taylor, Sam",20y 21d,18 (14-0-4 77.78%),1 (0.06),←,
20,"Tomlinson, Adam",25y 289d,125 (53-3-69 43.60%),33 (0.26),←,
6,"Whitfield, Lachie",24y 312d,122 (58-3-61 48.77%),56 (0.46),←,
Totals,Totals,25y 224d,2343 (1234-47-1062 52.67%),1276 (0.54),,
C,"Cameron, Leon",46y 266d,127 (70-3-54 56.30%),,←,
