Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Anthony, John",7,7,3,10,4,1.0,,1.0,1.0,1.0,,2.0,,2.0,,2.0,8.0,1.0,4.0,2.0,1.0,,89.0
15,"Brown, Leigh",11,5,7,18,2,3.0,,7.0,1.0,4.0,1.0,5.0,1.0,1.0,,5.0,13.0,,3.0,1.0,,4.0,83.0
16,"Brown, Nathan",2,3,10,12,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,7.0,5.0,2.0,,8.0,,,100.0
18,"Clarke, Martin",14,4,5,19,1,,,2.0,4.0,1.0,,1.0,,1.0,,3.0,15.0,,,2.0,,,91.0
12,"Cox, Shannon",11,5,10,21,,,3.0,6.0,,2.0,2.0,3.0,1.0,1.0,,3.0,18.0,,,3.0,2.0,,81.0
1,"Davis, Leon",11,2,3,14,1,,,4.0,1.0,2.0,2.0,4.0,,1.0,,5.0,9.0,1.0,2.0,,1.0,1.0,92.0
33,"Dick, Brad",11,2,14,25,3,1.0,,2.0,,9.0,,4.0,,3.0,,10.0,16.0,,,1.0,2.0,1.0,77.0
4,"Didak, Alan",11,6,8,19,3,,,,1.0,2.0,2.0,2.0,,2.0,,6.0,14.0,,2.0,1.0,3.0,,68.0
25,"Fraser, Josh",6,4,11,17,,,24.0,3.0,,1.0,2.0,4.0,3.0,2.0,,8.0,10.0,1.0,,2.0,,,73.0
24,"Lockyer, Tarkyn",6,5,7,13,1,,,3.0,,2.0,1.0,1.0,1.0,1.0,,5.0,8.0,,,3.0,,1.0,87.0
8,"Lumumba, Heritier",8,3,6,14,,,,,4.0,,,1.0,,1.0,,3.0,10.0,,,3.0,1.0,,100.0
5,"Maxwell, Nick",10,5,9,19,,,,,6.0,,,1.0,1.0,1.0,,6.0,10.0,,,12.0,2.0,,100.0
11,"OBree, Shane",11,5,11,22,,,,5.0,2.0,2.0,1.0,1.0,1.0,,,5.0,16.0,,1.0,,1.0,,78.0
10,"Pendlebury, Scott",15,6,9,24,,,1.0,5.0,5.0,3.0,,3.0,,1.0,1.0,3.0,20.0,,,3.0,3.0,1.0,72.0
35,"Prestigiacomo, Simon",2,1,4,6,,,,1.0,1.0,,,,,,,2.0,3.0,,,5.0,,,99.0
39,"Shaw, Heath",16,8,9,25,,,,1.0,2.0,4.0,2.0,3.0,,1.0,,1.0,19.0,,,,7.0,1.0,80.0
22,"Sidebottom, Steele",4,3,8,12,1,,,4.0,,,1.0,,2.0,,,2.0,10.0,,,1.0,1.0,1.0,53.0
36,"Swan, Dane",22,8,26,48,1,2.0,,1.0,5.0,2.0,6.0,3.0,,,3.0,12.0,34.0,,2.0,1.0,1.0,1.0,80.0
13,"Thomas, Dale",10,8,3,13,,,,3.0,1.0,3.0,,4.0,1.0,,,5.0,8.0,,,,2.0,,63.0
34,"Toovey, Alan",10,2,7,17,,,,3.0,1.0,2.0,1.0,4.0,1.0,,,5.0,11.0,,,3.0,,,98.0
21,"Wellingham, Sharrod",14,4,10,24,,2.0,,4.0,3.0,5.0,5.0,,,,,8.0,15.0,,,2.0,,1.0,76.0
19,"Wood, Cameron",1,5,6,7,,,13.0,,,,1.0,,1.0,,,4.0,3.0,2.0,1.0,,,,60.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,101,186,399,17,12.0,41.0,56.0,38.0,46.0,27.0,47.0,14.0,19.0,4.0,110.0,275.0,7.0,15.0,53.0,27.0,12.0,
Opposition,Opposition,200,94,183,383,11,10.0,27.0,56.0,22.0,51.0,37.0,50.0,19.0,14.0,2.0,121.0,260.0,7.0,9.0,37.0,12.0,8.0,
