Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",16,1,7,23,,,,2.0,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",14,3,6,20,,,,3.0,,,,,1.0,1.0,,,,,,,,,
18,"Blakey, John",8,4,13,21,,,,,,,,,2.0,2.0,,,,,,,,,
17,"Broderick, Paul",10,3,10,20,,,,2.0,,,,,4.0,2.0,,,,,,,,,
49,"Bunn, Mark",11,1,4,15,,,,,,,,,1.0,,,,,,,,,,
27,"Collins, Darren",14,1,7,21,1,,,1.0,,,,,4.0,,,,,,,,,,
2,"Dilena, Carl",17,3,15,32,,,,5.0,,,,,1.0,,,,,,,,,,
36,"Dundas, Matthew",4,2,3,7,2,1.0,,1.0,,,,,,3.0,,,,,,,,,
7,"Gale, Michael",13,4,8,21,,,,,,,,,2.0,,,,,,,,,,
12,"Kickett, Dale",8,3,9,17,,,,2.0,,,,,,1.0,2.0,,,,,,,,
11,"Lynch, Alastair",8,4,3,11,2,,,,,,,,2.0,,,,,,,,,,
29,"Lyon, Ross",13,2,15,28,1,,,1.0,,,,,1.0,1.0,3.0,,,,,,,,
44,"Osborne, Richard",8,3,,8,4,1.0,,1.0,,,,,,4.0,,,,,,,,,
3,"Pert, Gary",13,7,4,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Rendell, Matthew",12,6,7,19,1,,17.0,1.0,,,,,,3.0,,,,,,,,,
1,"Roos, Paul",15,7,9,24,6,1.0,,,,,,,2.0,1.0,,,,,,,,,
33,"Stephens, Brett",9,6,13,22,,,,2.0,,,,,1.0,,,,,,,,,,
31,"Strooper, David",10,2,10,20,,,,3.0,,,,,1.0,,,,,,,,,,
39,"Trewella, Mark",5,2,3,8,,,1.0,5.0,,,,,1.0,2.0,,,,,,,,,
34,"Woods, Tony",1,,,1,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,64,146,355,17,6.0,18.0,30.0,,,,,25.0,21.0,5.0,,,,,,,,
Opposition,Opposition,207,57,135,342,12,9.0,24.0,21.0,,,,,21.0,25.0,1.0,,,,,,,,
