Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",30y 151d,243 (138-0-105 56.79%),208 (0.86),120 (54-0-66 45.00%),88 (0.73)
21,"Black, Heath",27y 63d,161 (60-0-101 37.27%),72 (0.45),107 (38-0-69 35.51%),53 (0.50)
9,"Carr, Matthew",27y 213d,133 (53-1-79 40.23%),56 (0.42),105 (46-0-59 43.81%),54 (0.51)
10,"Cook, Troy",29y 352d,176 (81-0-95 46.02%),64 (0.36),133 (57-0-76 42.86%),53 (0.40)
15,"Crowley, Ryan",22y 147d,25 (15-0-10 60.00%),23 (0.92),←,
25,"Dodd, Steven",23y 40d,35 (18-0-17 51.43%),1 (0.03),←,
30,"Drum, Marcus",19y 90d,5 (4-0-1 80.00%),1 (0.20),←,
33,"Farmer, Jeff",29y 36d,213 (99-0-114 46.48%),415 (1.95),95 (47-0-48 49.47%),156 (1.64)
27,"Gilmore, Daniel",23y 150d,16 (9-0-7 56.25%),3 (0.19),←,
43,"Hayden, Roger",25y 233d,50 (28-0-22 56.00%),3 (0.06),←,
37,"Johnson, Michael",21y 283d,28 (16-0-12 57.14%),5 (0.18),←,
8,"McManus, Shaun",30y 171d,187 (72-0-115 38.50%),80 (0.43),←,
18,"McPharlin, Luke",24y 241d,84 (47-0-37 55.95%),63 (0.75),72 (39-0-33 54.17%),60 (0.83)
6,"Medhurst, Paul",24y 231d,99 (50-0-49 50.51%),166 (1.68),←,
16,"Mundy, David",21y 10d,34 (19-0-15 55.88%),1 (0.03),←,
28,"Murphy, Ryan",21y 67d,20 (11-0-9 55.00%),26 (1.30),←,
23,"Parker, Shane",33y 162d,223 (87-0-136 39.01%),10 (0.04),←,
29,"Pavlich, Matthew",24y 211d,145 (63-0-82 43.45%),218 (1.50),←,
7,"Peake, Brett",23y 25d,21 (13-0-8 61.90%),9 (0.43),←,
31,"Sandilands, Aaron",23y 236d,70 (41-0-29 58.57%),20 (0.29),←,
3,"Schammer, Byron",21y 39d,69 (40-0-29 57.97%),20 (0.29),←,
1,"Webster, Luke",24y 66d,21 (9-0-12 42.86%),6 (0.29),←,
Totals,Totals,25y 30d,2058 (973-1-1084 47.28%),1470 (0.71),,
C,"Connolly, Chris",43y 127d,107 (56-0-51 52.34%),,106 (55-0-51 51.89%),
