Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",22y 104d,99 (48-2-49 49.49%),134 (1.35),←,
23,"Ablett, Nathan",20y 256d,10 (5-1-4 55.00%),11 (1.10),←,
3,"Bartel, Jimmy",22y 265d,84 (42-2-40 51.19%),44 (0.52),←,
35,"Chapman, Paul",24y 294d,116 (57-2-57 50.00%),139 (1.20),←,
11,"Corey, Joel",24y 190d,125 (61-2-62 49.60%),41 (0.33),←,
19,"Egan, Matthew",23y 47d,36 (17-1-18 48.61%),1 (0.03),←,
44,"Enright, Corey",24y 346d,100 (44-2-54 45.00%),28 (0.28),←,
2,"Harley, Tom",28y 39d,141 (74-3-64 53.55%),9 (0.06),140 (73-3-64 53.21%),8 (0.06)
8,"Hunt, Josh",24y 165d,82 (44-1-37 54.27%),10 (0.12),←,
28,"Johnson, David",24y 302d,57 (29-1-27 51.75%),13 (0.23),←,
20,"Johnson, Steve",23y 53d,66 (31-2-33 48.48%),106 (1.61),←,
18,"Kingsley, Kent",27y 334d,122 (64-1-57 52.87%),237 (1.94),110 (53-1-56 48.64%),227 (2.06)
1,"King, Steven",27y 277d,186 (95-2-89 51.61%),75 (0.40),←,
45,"Ling, Cameron",25y 180d,134 (68-3-63 51.87%),63 (0.47),←,
13,"Lonergan, Tom",22y 101d,7 (2-1-4 35.71%),6 (0.86),←,
39,"Milburn, Darren",29y 133d,187 (91-1-95 48.93%),75 (0.40),←,
6,"Ottens, Brad",26y 213d,165 (71-1-93 43.33%),201 (1.22),36 (18-1-17 51.39%),49 (1.36)
32,"Prismall, Brent",20y 43d,7 (4-1-2 64.29%),3 (0.43),←,
33,"Rooke, Max",24y 250d,83 (38-2-43 46.99%),15 (0.18),←,
30,"Scarlett, Matthew",27y 82d,159 (82-2-75 52.20%),14 (0.09),←,
10,"Tenace, Kane",21y 53d,44 (23-1-20 53.41%),10 (0.23),←,
40,"Wojcinski, David",25y 342d,92 (45-2-45 50.00%),23 (0.25),←,
Totals,Totals,24y 235d,2102 (1035-36-1031 49.24%),1258 (0.60),,
C,"Thompson, Mark",42y 280d,159 (78-3-78 50.00%),,←,
