Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",10,3,6,16,1,,,3.0,,4.0,,3.0,,1.0,,5.0,11.0,,,1.0,,,85.0
15,"Anderson, Noah",16,7,17,33,1,2.0,,1.0,4.0,4.0,4.0,7.0,1.0,1.0,,5.0,27.0,,1.0,,,,87.0
31,"Andrew, Mac",17,10,7,24,,,,1.0,7.0,1.0,,8.0,1.0,4.0,,9.0,15.0,,,5.0,,,87.0
10,"Ballard, Charlie",10,8,2,12,,,,1.0,3.0,2.0,,3.0,1.0,1.0,,4.0,8.0,1.0,,4.0,,,94.0
16,"Berry, Tom",8,6,4,12,,1.0,,3.0,,4.0,,3.0,,,,,12.0,,2.0,,,1.0,77.0
33,"Clohesy, Sam",13,8,9,22,1,,,2.0,3.0,5.0,,1.0,,,,7.0,17.0,1.0,,,2.0,,92.0
25,"Collins, Sam",5,6,7,12,,,,,4.0,,,3.0,,,,7.0,6.0,2.0,,9.0,,,100.0
8,"Fiorini, Brayden",11,3,4,15,1,1.0,,2.0,,3.0,1.0,3.0,,1.0,,4.0,9.0,,,1.0,,1.0,94.0
3,"Flanders, Sam",19,7,10,29,,,,1.0,8.0,1.0,2.0,2.0,,,,6.0,22.0,,,3.0,,1.0,85.0
26,"Graham, Will",8,2,9,17,,,,3.0,,4.0,5.0,4.0,3.0,,,7.0,9.0,,,1.0,,,66.0
7,"Holman, Nick",5,2,1,6,1,1.0,,1.0,,2.0,,3.0,,2.0,,3.0,3.0,,,1.0,,,75.0
19 ↓,"Humphrey, Bailey",7,1,8,15,,,,2.0,,3.0,4.0,1.0,1.0,,,9.0,7.0,,,1.0,,2.0,67.0
34,"King, Ben",3,2,,3,3,,,,,,,1.0,,1.0,,2.0,1.0,1.0,2.0,1.0,,,77.0
13,"Lukosius, Jack",19,8,3,22,,1.0,,,6.0,7.0,1.0,2.0,1.0,1.0,,3.0,13.0,,,1.0,,1.0,80.0
11,"Miller, Touk",14,4,9,23,,,,2.0,3.0,4.0,4.0,2.0,,,,8.0,16.0,,,,,1.0,84.0
27,"Powell, Wil",7,1,6,13,,,,1.0,5.0,1.0,,1.0,,1.0,,3.0,6.0,,,3.0,,,84.0
20,"Read, Ethan",4,1,1,5,1,1.0,4.0,,,,,2.0,,1.0,,2.0,3.0,,,2.0,,1.0,56.0
41,"Rosas, Malcolm",7,4,4,11,2,,,5.0,,3.0,,2.0,2.0,1.0,,6.0,6.0,,2.0,,,1.0,76.0
18,"Rowell, Matt",8,1,18,26,1,,,3.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,19.0,8.0,,,,,1.0,79.0
24 ↑,"Swallow, David",1,1,3,4,,,,,,,,,,,,2.0,2.0,,,1.0,,,17.0
32,"Uwland, Bodhi",10,5,1,11,,,,1.0,5.0,,,1.0,,,,,10.0,,,2.0,,,77.0
17,"Walter, Jed",6,1,1,7,1,2.0,,2.0,1.0,2.0,,3.0,4.0,3.0,,6.0,1.0,1.0,1.0,1.0,,,74.0
28,"Witts, Jarrod",10,1,4,14,,1.0,38.0,3.0,,3.0,3.0,2.0,,,,9.0,4.0,,,4.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,92,134,352,13,11.0,42.0,37.0,51.0,55.0,32.0,59.0,16.0,19.0,1.0,126.0,216.0,6.0,8.0,41.0,2.0,10.0,
Opposition,Opposition,206,83,151,357,18,9.0,15.0,47.0,40.0,69.0,37.0,66.0,19.0,16.0,5.0,135.0,225.0,12.0,14.0,41.0,5.0,15.0,
