West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
14,"Brennan, Michael",27y 307d,123 (74-2-47 60.98%),15 (0.12),←,
32,"Clape, Matt",23y 339d,12 (11-0-1 91.67%),8 (0.67),←,
18,"Evans, Tony",23y 322d,21 (18-0-3 85.71%),23 (1.10),←,
23,"Harding, Paul",28y 332d,94 (51-2-41 55.32%),11 (0.12),21 (17-1-3 83.33%),2 (0.10)
1,"Heady, Brett",23y 118d,62 (44-2-16 72.58%),99 (1.60),←,
22,"Hynes, David",26y 32d,30 (23-1-6 78.33%),24 (0.80),←,
27,"Jakovich, Glen",20y 39d,45 (32-1-12 72.22%),18 (0.40),←,
2,"Kemp, Dean",24y 74d,76 (55-2-19 73.68%),31 (0.41),←,
5,"Lamb, Dwayne",31y 133d,136 (85-2-49 63.24%),41 (0.30),←,
28,"Lewis, Chris",24y 46d,117 (73-2-42 63.25%),141 (1.21),←,
30,"Matera, Peter",24y 29d,59 (44-1-14 75.42%),74 (1.25),←,
11,"McIntosh, Ashley",20y 194d,39 (31-0-8 79.49%),28 (0.72),←,
17,"McKenna, Guy",23y 356d,107 (68-1-38 64.02%),9 (0.08),←,
10,"Pyke, Don",24y 148d,61 (38-0-23 62.30%),32 (0.52),←,
4,"Sumich, Peter",25y 111d,91 (60-2-29 67.03%),354 (3.89),←,
39,"Waterman, Chris",24y 225d,76 (50-2-24 67.11%),42 (0.55),←,
37,"West, Robert",24y 56d,8 (6-0-2 75.00%),4 (0.50),←,
12,"White, Mitchell",20y 35d,29 (22-1-6 77.59%),4 (0.14),←,
9,"Wilson, Peter",29y 168d,114 (65-0-49 57.02%),95 (0.83),60 (48-0-12 80.00%),56 (0.93)
24,"Worsfold, John",24y 219d,123 (79-2-42 65.04%),14 (0.11),←,
Totals,Totals,24y 274d,1423 (929-23-471 65.28%),1067 (0.75),,
C,"Malthouse, Mick",39y 258d,217 (127-4-86 59.45%),,82 (60-2-20 74.39%),
