Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",24y 51d,138 (81-2-55 59.42%),181 (1.31),←,
3,"Bartel, Jimmy",24y 213d,122 (75-2-45 62.30%),70 (0.57),←,
24,"Blake, Mark",22y 299d,47 (35-0-12 74.47%),7 (0.15),←,
35,"Chapman, Paul",26y 242d,148 (84-2-62 57.43%),193 (1.30),←,
11,"Corey, Joel",26y 138d,165 (95-2-68 58.18%),54 (0.33),←,
44,"Enright, Corey",26y 294d,139 (77-2-60 56.12%),41 (0.29),←,
2,"Harley, Tom",29y 352d,173 (102-3-68 59.83%),10 (0.06),172 (101-3-68 59.59%),9 (0.05)
8,"Hunt, Josh",26y 112d,111 (68-1-42 61.71%),15 (0.14),←,
20,"Johnson, Steve",25y,101 (63-2-36 63.37%),188 (1.86),←,
9,"Kelly, James",24y 188d,122 (71-1-50 58.61%),60 (0.49),←,
45,"Ling, Cameron",27y 128d,173 (102-3-68 59.83%),100 (0.58),←,
13,"Lonergan, Tom",24y 48d,12 (7-1-4 62.50%),17 (1.42),←,
4,"Mackie, Andrew",23y 332d,72 (52-0-20 72.22%),47 (0.65),←,
39,"Milburn, Darren",31y 80d,227 (125-1-101 55.29%),85 (0.37),←,
21,"Mooney, Cameron",28y 282d,157 (96-1-60 61.46%),184 (1.17),146 (86-1-59 59.25%),182 (1.25)
6,"Ottens, Brad",28y 161d,193 (96-1-96 50.00%),223 (1.16),64 (43-1-20 67.97%),71 (1.11)
33,"Rooke, Max",26y 198d,102 (56-2-44 55.88%),26 (0.25),←,
30,"Scarlett, Matthew",29y 29d,196 (113-2-81 58.16%),16 (0.08),←,
14,"Selwood, Joel",20y 39d,34 (31-0-3 91.18%),10 (0.29),←,
27,"Stokes, Mathew",23y 225d,42 (34-0-8 80.95%),64 (1.52),←,
5,"Varcoe, Travis",20y 85d,24 (21-0-3 87.50%),23 (0.96),←,
40,"Wojcinski, David",27y 290d,130 (77-2-51 60.00%),44 (0.34),←,
Totals,Totals,25y 305d,2628 (1561-30-1037 59.40%),1658 (0.63),,
C,"Thompson, Mark",44y 228d,199 (112-3-84 57.04%),,←,
