Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Bradley, Craig",16,3,8,24,2,1.0,,1.0,,,,,1.0,,,,,,,,,,
20,"Brown, Fraser",12,2,12,24,1,1.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
16,"Camporeale, Scott",11,1,4,15,,,,,,,,,1.0,3.0,,,,,,,,,
39,"Christou, Ang",8,2,4,12,,3.0,,,,,,,,,,,,,,,,,
6,"Clape, Matt",2,1,3,5,,,,,,,,,,,,,,,,,,,
34,"De Iulio, Ron",14,3,2,16,,,,2.0,,,,,2.0,2.0,,,,,,,,,
13,"Hanna, Mil",10,7,1,11,,,,,,,,,1.0,,,,,,,,,,
17,"Heaver, Brent",9,5,10,19,,,,1.0,,,,,,1.0,,,,,,,,,
9,"Hickmott, Adrian",11,3,6,17,,,,,,,,,1.0,,,,,,,,,,
4,"Kernahan, Stephen",7,8,2,9,3,2.0,,,,,,,,1.0,,,,,,,,,
43,"Koutoufides, Anthony",10,5,8,18,,,2.0,4.0,,,,,,,,,,,,,,,
44,"Madden, Justin",5,2,5,10,1,1.0,7.0,,,,,,1.0,2.0,,,,,,,,,
22,"Manton, Glenn",6,5,4,10,,,1.0,1.0,,,,,1.0,,,,,,,,,,
5,"McKay, Andrew",4,3,10,14,,,,1.0,,,,,,3.0,,,,,,,,,
19,"Pearce, Brad",5,2,,5,,1.0,,,,,,,,,,,,,,,,,
7,"Ratten, Brett",5,,10,15,,,,6.0,,,,,,2.0,,,,,,,,,
23,"Rice, Dean",5,2,6,11,1,,,1.0,,,,,2.0,,,,,,,,,,
25,"Sexton, Ben",5,1,,5,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
14,"Sexton, Michael",12,8,6,18,1,,,2.0,,,,,,1.0,,,,,,,,,
1,"Silvagni, Stephen",6,3,3,9,2,,,5.0,,,,,1.0,,,,,,,,,,
2,"Williams, Greg",6,3,4,10,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,69,108,277,13,11.0,11.0,28.0,,,,,14.0,20.0,,,,,,,,,
Opposition,Opposition,200,73,113,313,21,18.0,21.0,24.0,,,,,20.0,14.0,6.0,,,,,,,,
