Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",25y 250d,66 (38-0-28 57.58%),98 (1.48),←,
21,"Barlow, Michael",25y 95d,47 (26-0-21 55.32%),28 (0.60),←,
26,"Bradley, Kepler",27y 130d,113 (42-1-70 37.61%),82 (0.73),64 (29-0-35 45.31%),68 (1.06)
15,"Crowley, Ryan",29y 18d,140 (71-0-69 50.71%),99 (0.71),←,
3,"Dawson, Zac",27y 29d,96 (58-3-35 61.98%),6 (0.06),19 (12-0-7 63.16%),2 (0.11)
9,"de Boer, Matt",23y 13d,77 (39-0-38 50.65%),30 (0.39),←,
41,"Duffield, Paul",28y 46d,112 (53-0-59 47.32%),23 (0.21),←,
7,"Fyfe, Nat",21y 186d,51 (29-0-22 56.86%),36 (0.71),←,
12,"Griffin, Jonathon",27y 68d,62 (33-0-29 53.23%),15 (0.24),21 (12-0-9 57.14%),8 (0.38)
32,"Hill, Stephen",22y 326d,90 (45-0-45 50.00%),53 (0.59),←,
37,"Johnson, Michael",28y 154d,150 (76-0-74 50.67%),54 (0.36),←,
23,"Mayne, Chris",24y 141d,82 (42-0-40 51.22%),102 (1.24),←,
18,"McPharlin, Luke",31y 112d,210 (106-0-104 50.48%),114 (0.54),198 (98-0-100 49.49%),111 (0.56)
16,"Mundy, David",27y 246d,165 (82-0-83 49.70%),64 (0.39),←,
13,"Mzungu, Tendai",27y 23d,39 (20-0-19 51.28%),24 (0.62),←,
29,"Pavlich, Matthew",31y 82d,280 (127-0-153 45.36%),558 (1.99),←,
46,"Pearce, Clancee",22y 151d,51 (24-0-27 47.06%),29 (0.57),←,
6,"Pearce, Danyle",26y 350d,155 (60-1-94 39.03%),78 (0.50),1 (1-0-0 100.00%),2 (2.00)
34,"Spurr, Lee",25y 239d,14 (11-0-3 78.57%),,←,
8,"Suban, Nick",22y 318d,63 (27-0-36 42.86%),21 (0.33),←,
33,"Sutcliffe, Cam",20y 304d,5 (5-0-0 100.00%),1 (0.20),←,
10,"Walters, Michael",22y 75d,22 (13-0-9 59.09%),39 (1.77),←,
Totals,Totals,25y 302d,2090 (1027-5-1058 49.14%),1554 (0.74),,
C,"Lyon, Ross",46y 135d,146 (92-4-50 64.38%),,25 (16-0-9 64.00%),
