Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
22,"Blakey, Nick",21y 21d,38 (14-0-24 36.84%),28 (0.74),←,
16,"Campbell, Braeden",19y 44d,1 (1-0-0 100.00%),,←,
7,"Cunningham, Harry",27y 104d,131 (77-0-54 58.78%),48 (0.37),←,
34,"Dawson, Jordan",23y 345d,42 (16-0-26 38.10%),25 (0.60),←,
13,"Florent, Oliver",22y 241d,71 (32-0-39 45.07%),23 (0.32),←,
21,"Gulden, Errol",18y 245d,1 (1-0-0 100.00%),3 (3.00),←,
9,"Hayward, Will",22y 145d,70 (34-0-36 48.57%),72 (1.03),←,
5,"Heeney, Isaac",24y 319d,109 (67-0-42 61.47%),115 (1.06),←,
29,"Hewett, George",25y 81d,100 (58-0-42 58.00%),32 (0.32),←,
31,"Hickey, Tom",30y 14d,103 (36-2-65 35.92%),32 (0.31),1 (1-0-0 100.00%),
12,"Kennedy, Josh",32y 273d,259 (156-2-101 60.62%),151 (0.58),246 (151-2-93 61.79%),147 (0.60)
44,"Lloyd, Jake",27y 181d,155 (94-0-61 60.65%),30 (0.19),←,
30,"McCartin, Tom",21y 80d,49 (22-0-27 44.90%),28 (0.57),←,
6,"McDonald, Logan",18y 350d,1 (1-0-0 100.00%),3 (3.00),←,
41,"McLean, Hayden",22y 59d,11 (3-0-8 27.27%),5 (0.45),←,
14,"Mills, Callum",23y 352d,93 (49-0-44 52.69%),5 (0.05),←,
11,"Papley, Tom",24y 250d,100 (56-0-44 56.00%),147 (1.47),←,
26,"Parker, Luke",28y 146d,213 (130-1-82 61.27%),163 (0.77),←,
24,"Rampe, Dane",30y 291d,171 (108-1-62 63.45%),6 (0.04),←,
20,"Reid, Sam",29y 83d,154 (96-2-56 62.99%),161 (1.05),←,
8,"Rowbottom, James",20y 182d,29 (10-0-19 34.48%),8 (0.28),←,
1,"Warner, Chad",19y 305d,3 (1-0-2 33.33%),,←,
45,"Wicks, Sam",21y 187d,8 (3-0-5 37.50%),5 (0.63),←,
Totals,Totals,24y 76d,1912 (1065-8-839 55.70%),1090 (0.57),,
C,"Longmire, John",50y 79d,236 (145-2-89 61.86%),,←,
