St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
18,"Bowey, Brett",20y 346d,29 (10-0-19 34.48%),32 (1.10),←,
29,"Burke, Nathan",20y 95d,66 (22-0-44 33.33%),21 (0.32),←,
15,"Coghlan, Frank",27y 193d,60 (16-0-44 26.67%),12 (0.20),←,
44,"Devonport, Craig",20y 105d,10 (5-0-5 50.00%),4 (0.40),←,
2,"Frawley, Danny",26y 246d,129 (32-0-97 24.81%),9 (0.07),←,
6,"Grant, David",23y 278d,102 (27-0-75 26.47%),54 (0.53),←,
10,"Harding, Paul",25y 342d,40 (18-0-22 45.00%),4 (0.10),29 (11-0-18 37.93%),2 (0.07)
35,"Harvey, Robert",18y 264d,23 (8-0-15 34.78%),20 (0.87),←,
24,"Jeffrey, Russell",24y 95d,22 (7-0-15 31.82%),3 (0.14),←,
9,"Kitschke, Damian",23y 364d,7 (4-0-3 57.14%),4 (0.57),←,
32,"Lawrie, Grant",31y 164d,157 (78-1-78 50.00%),57 (0.36),6 (3-0-3 50.00%),1 (0.17)
4,"Lockett, Tony",24y 64d,119 (33-0-86 27.73%),512 (4.30),←,
23,"Loewe, Stewart",21y 354d,80 (25-0-55 31.25%),60 (0.75),←,
25,"Muller, Ian",24y 293d,17 (10-0-7 58.82%),1 (0.06),11 (6-0-5 54.55%),1 (0.09)
19,"Nixon, Ricky",27y 39d,44 (14-0-30 31.82%),22 (0.50),40 (12-0-28 30.00%),21 (0.52)
27,"Owen, Rod",23y 101d,60 (15-0-45 25.00%),103 (1.72),←,
41,"Pekin, Tim",25y 110d,114 (53-0-61 46.49%),18 (0.16),7 (4-0-3 57.14%),3 (0.43)
37,"Rice, Dean",22y 56d,71 (24-0-47 33.80%),11 (0.15),←,
26,"Taylor, Kain",22y 210d,33 (9-0-24 27.27%),11 (0.33),←,
7,"Winmar, Nicky",24y 229d,70 (24-0-46 34.29%),134 (1.91),←,
Totals,Totals,23y 362d,1253 (434-1-818 34.64%),1092 (0.87),,
C,"Sheldon, Ken",30y 132d,7 (4-0-3 57.14%),,←,
