Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",9,3,1,10,1,,,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,,,,,
12,"Cook, James",2,,1,3,1,,,,,1.0,,,,1.0,,,,,,,,,
16,"Croft, Matthew",5,5,4,9,,,,1.0,2.0,,1.0,3.0,,4.0,,,,,,,,,
11,"Curley, Todd",8,3,4,12,,,,,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,
14,"Darcy, Luke",2,1,3,5,,,3.0,,,1.0,,1.0,,,,,,,,,,,
21,"Dent, Matthew",4,2,3,7,,,,1.0,2.0,,,5.0,1.0,3.0,,,,,,,,,
28,"Dimattina, Paul",5,6,5,10,,,,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,
32,"Ellis, Craig",5,2,1,6,,,,4.0,1.0,1.0,,,3.0,1.0,,,,,,,,,
4,"Garlick, Simon",4,,3,7,,,,1.0,,2.0,,1.0,,1.0,,,,,,,,,
3,"Grant, Chris",15,11,3,18,3,3.0,2.0,,,3.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,
9,"Hudson, Paul",10,4,7,17,3,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
6,"Johnson, Brad",23,8,6,29,2,,,1.0,2.0,6.0,1.0,,2.0,1.0,,,,,,,,,
2,"Kolyniuk, Steven",10,3,4,14,1,,,1.0,,4.0,,,1.0,,,,,,,,,,
35,"Kretiuk, Steven",11,7,7,18,,,1.0,3.0,3.0,2.0,,1.0,2.0,1.0,,,,,,,,,
39,"Liberatore, Tony",9,1,7,16,,,,3.0,1.0,3.0,2.0,1.0,3.0,2.0,,,,,,,,,
23,"Martin, Michael",5,3,2,7,,1.0,,5.0,,3.0,,1.0,1.0,,,,,,,,,,
36,"Romero, Jose",18,2,6,24,1,,,,1.0,7.0,5.0,,4.0,1.0,,,,,,,,,
5,"Smith, Rohan",10,6,4,14,1,3.0,,,,4.0,1.0,1.0,,1.0,,,,,,,,,
8,"Southern, Daniel",5,3,4,9,,,,1.0,2.0,,,,1.0,,,,,,,,,,
7,"West, Scott",19,1,7,26,,1.0,,2.0,1.0,7.0,4.0,3.0,2.0,,,,,,,,,,
24,"Wira, Brad",5,2,3,8,,,,3.0,1.0,,1.0,1.0,,1.0,,,,,,,,,
15,"Wynd, Scott",5,1,9,14,1,,23.0,,,1.0,3.0,,4.0,2.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,74,94,283,14,10.0,29.0,29.0,23.0,51.0,22.0,22.0,28.0,25.0,4.0,,,,,,,,
Opposition,Opposition,191,82,105,296,11,13.0,27.0,38.0,31.0,41.0,19.0,25.0,25.0,28.0,2.0,,,,,,,,
