Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",21y 90d,21 (16-0-5 76.19%),9 (0.43),←,
29,"Beaumont, Simon",20y 165d,5 (5-0-0 100.00%),3 (0.60),←,
21,"Bradley, Craig",32y 216d,233 (149-2-82 64.38%),175 (0.75),←,
20,"Brown, Fraser",25y 282d,113 (69-1-43 61.50%),72 (0.64),←,
16,"Camporeale, Scott",20y 289d,32 (28-0-4 87.50%),19 (0.59),←,
39,"Christou, Ang",24y 131d,82 (61-1-20 75.00%),16 (0.20),←,
6,"Clape, Matt",26y 364d,59 (47-0-12 79.66%),49 (0.83),30 (26-0-4 86.67%),35 (1.17)
34,"De Iulio, Ron",24y 41d,46 (32-0-14 69.57%),47 (1.02),←,
17,"Heaver, Brent",24y 346d,63 (46-1-16 73.81%),101 (1.60),51 (37-1-13 73.53%),89 (1.75)
9,"Hickmott, Adrian",24y 57d,58 (38-0-20 65.52%),27 (0.47),8 (6-0-2 75.00%),3 (0.38)
33,"Hogg, Matthew",27y 157d,132 (73-3-56 56.44%),31 (0.23),73 (49-1-23 67.81%),27 (0.37)
4,"Kernahan, Stephen",32y 268d,220 (141-2-77 64.55%),671 (3.05),←,
43,"Koutoufides, Anthony",23y 129d,70 (49-1-20 70.71%),40 (0.57),←,
44,"Madden, Justin",34y 361d,320 (205-2-113 64.38%),188 (0.59),275 (175-2-98 64.00%),168 (0.61)
22,"Manton, Glenn",22y 360d,42 (30-0-12 71.43%),10 (0.24),21 (19-0-2 90.48%),6 (0.29)
5,"McKay, Andrew",25y 317d,75 (56-1-18 75.33%),12 (0.16),←,
7,"Ratten, Brett",24y 320d,106 (69-0-37 65.09%),27 (0.25),←,
14,"Sexton, Michael",25y 82d,116 (77-1-38 66.81%),10 (0.09),←,
1,"Silvagni, Stephen",28y 361d,197 (132-1-64 67.26%),123 (0.62),←,
3,"Welsh, Rohan",25y 232d,36 (23-1-12 65.28%),57 (1.58),←,
2,"Williams, Greg",32y 239d,227 (138-1-88 61.01%),204 (0.90),86 (62-1-23 72.67%),76 (0.88)
Totals,Totals,26y 72d,2253 (1484-18-751 65.87%),1891 (0.84),,
C,"Parkin, David",53y 257d,408 (248-2-158 61.03%),,245 (161-2-82 66.12%),
