Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Berry, Sam",9,,6,15,,1.0,,6.0,2.0,1.0,3.0,3.0,,2.0,,8.0,8.0,,,1.0,,1.0,80.0
41,"Butts, Jordon",7,5,2,9,,,,,4.0,1.0,,2.0,1.0,2.0,,8.0,1.0,4.0,,8.0,,,100.0
44,"Cumming, Isaac",13,5,6,19,1,,,2.0,4.0,4.0,2.0,3.0,1.0,,,9.0,10.0,1.0,1.0,2.0,,,84.0
6,"Curtin, Daniel",12,6,1,13,1,,,3.0,2.0,3.0,1.0,4.0,1.0,1.0,,7.0,6.0,4.0,1.0,4.0,,,71.0
12,"Dawson, Jordan",14,3,10,24,,1.0,,7.0,,7.0,4.0,4.0,3.0,2.0,2.0,13.0,11.0,1.0,,1.0,1.0,1.0,84.0
32,"Fogarty, Darcy",9,4,,9,,1.0,,1.0,,1.0,,3.0,1.0,1.0,,3.0,7.0,,,2.0,,,85.0
20,"Hinge, Mitch",12,5,3,15,,,,3.0,2.0,3.0,,7.0,,2.0,,3.0,10.0,,,1.0,,,78.0
48,"Keane, Mark",13,1,2,15,,,,2.0,5.0,1.0,,7.0,1.0,4.0,,4.0,4.0,,,8.0,,,92.0
2,"Keays, Ben",12,4,6,18,2,1.0,,8.0,1.0,4.0,1.0,3.0,1.0,2.0,,7.0,8.0,,,2.0,,,88.0
29,"Laird, Rory",14,5,8,22,,,,5.0,6.0,1.0,1.0,2.0,1.0,,,9.0,13.0,,,1.0,,,82.0
16,"Michalanney, Max",8,3,7,15,,,,,2.0,,1.0,2.0,,,,4.0,11.0,,,1.0,2.0,,89.0
30,"Milera, Wayne",13,7,3,16,,,,,7.0,4.0,2.0,1.0,,,,3.0,11.0,,,,,,74.0
4,"Murphy, Lachlan",4,2,7,11,,,,7.0,,4.0,2.0,4.0,1.0,1.0,,8.0,5.0,,,3.0,,,80.0
28,"Neal-Bullen, Alex",7,1,4,11,,,,3.0,,3.0,2.0,4.0,2.0,,,6.0,4.0,,,1.0,,,71.0
43,"OBrien, Reilly",9,3,6,15,,,43.0,4.0,,5.0,5.0,5.0,4.0,4.0,,7.0,5.0,2.0,,9.0,,,81.0
10 ↓,"Pedlar, Luke",5,1,,5,,,,4.0,1.0,2.0,3.0,,2.0,,,3.0,2.0,,,1.0,,,46.0
8,"Rachele, Josh",10,1,7,17,,2.0,,2.0,,4.0,4.0,6.0,1.0,2.0,,7.0,9.0,,,2.0,,,82.0
23,"Rankine, Izak",15,3,8,23,1,1.0,,1.0,1.0,2.0,4.0,8.0,,,,12.0,9.0,,,1.0,,,86.0
33 ↑,"Smith, Brodie",1,2,3,4,,,,3.0,,1.0,,1.0,,1.0,,2.0,2.0,,,,,,32.0
14,"Soligo, Jake",12,,9,21,,,,4.0,3.0,3.0,8.0,5.0,1.0,1.0,,14.0,6.0,,,,,,80.0
7,"Thilthorpe, Riley",8,1,3,11,,3.0,7.0,5.0,,2.0,,3.0,1.0,,,6.0,2.0,1.0,1.0,1.0,2.0,,85.0
13,"Walker, Taylor",11,5,1,12,,3.0,,3.0,,3.0,,5.0,1.0,1.0,,6.0,7.0,1.0,,,,1.0,67.0
24,"Worrell, Josh",13,5,4,17,,,,1.0,6.0,,1.0,2.0,1.0,,,8.0,7.0,1.0,,5.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,72,106,337,5,14.0,50.0,74.0,46.0,59.0,44.0,84.0,24.0,26.0,2.0,157.0,158.0,15.0,3.0,54.0,5.0,3.0,
Opposition,Opposition,213,61,122,335,6,11.0,42.0,79.0,53.0,52.0,39.0,65.0,26.0,24.0,4.0,145.0,169.0,5.0,3.0,61.0,3.0,5.0,
