North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Anthony, Liam",8,4,4,12,,,,,1.0,3.0,,1.0,,,,1.0,11.0,,,2.0,,,73.0
18,"Atley, Shaun",7,3,5,12,,,,2.0,4.0,,,4.0,,1.0,,3.0,8.0,,,1.0,6.0,,89.0
3,"Bastinac, Ryan",7,3,5,12,,,,5.0,3.0,1.0,1.0,1.0,,,,4.0,9.0,,,,,,86.0
33,"Campbell, Matt",6,1,4,10,3,,,1.0,2.0,,2.0,3.0,1.0,1.0,,6.0,4.0,,1.0,1.0,,,76.0
10,"Cunnington, Ben",5,4,17,22,1,,1.0,1.0,1.0,4.0,8.0,,1.0,,,16.0,7.0,,,1.0,,,69.0
11,"Firrito, Michael",6,4,6,12,,,,1.0,3.0,,,1.0,,,,5.0,8.0,2.0,,5.0,2.0,,96.0
43,"Gibson, Sam",8,4,6,14,,1.0,,1.0,1.0,2.0,1.0,4.0,2.0,2.0,,5.0,10.0,,,2.0,,,78.0
22,"Goldstein, Todd",4,1,1,5,,,24.0,6.0,2.0,1.0,,4.0,1.0,2.0,,3.0,2.0,1.0,,,,1.0,92.0
17,"Grima, Nathan",3,1,2,5,,,,1.0,1.0,,,,,,,2.0,4.0,,,5.0,,,94.0
6,"Hansen, Lachlan",10,7,,10,1,2.0,2.0,,,4.0,,2.0,1.0,2.0,,3.0,7.0,1.0,3.0,,,1.0,98.0
23 ↓,"Harper, Kieran",5,1,1,6,,,,,,4.0,1.0,1.0,1.0,,,,5.0,,,,3.0,,33.0
29,"Harvey, Brent",10,1,3,13,3,1.0,,1.0,1.0,6.0,1.0,,,,,5.0,9.0,,,2.0,5.0,,91.0
34,"Macmillan, Jamie",6,2,8,14,,,,2.0,2.0,1.0,,2.0,1.0,,,4.0,9.0,,,,3.0,,83.0
42,"McMahon, Scott",5,2,5,10,,,,,1.0,,,1.0,1.0,,,5.0,5.0,,,5.0,,,90.0
20,"Petrie, Drew",9,5,5,14,1,,2.0,1.0,,3.0,1.0,2.0,1.0,,,8.0,5.0,2.0,2.0,3.0,,2.0,100.0
9,"Swallow, Andrew",17,4,14,31,,2.0,,4.0,3.0,4.0,7.0,1.0,4.0,1.0,,18.0,14.0,,1.0,1.0,,2.0,71.0
25 ↑,"Tarrant, Robbie",3,1,3,6,,,,1.0,,2.0,1.0,2.0,,2.0,,4.0,2.0,1.0,,,,,59.0
12,"Thomas, Lindsay",5,,4,9,,2.0,,1.0,,2.0,,3.0,2.0,2.0,,6.0,3.0,,,,,,85.0
16,"Thompson, Scott",13,4,6,19,,,,1.0,10.0,,2.0,4.0,2.0,1.0,,10.0,9.0,,,4.0,,,100.0
8,"Wells, Daniel",8,1,5,13,,2.0,,4.0,1.0,2.0,4.0,1.0,,,,8.0,7.0,,1.0,4.0,2.0,,79.0
19,"Wright, Sam",6,1,4,10,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,5.0,5.0,,,1.0,,,88.0
7,"Ziebell, Jack",19,3,11,30,,,,2.0,3.0,3.0,12.0,4.0,2.0,1.0,,18.0,14.0,,,2.0,,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,170,57,119,289,9,12.0,29.0,36.0,41.0,43.0,42.0,42.0,21.0,15.0,,139.0,157.0,7.0,8.0,39.0,21.0,6.0,
Opposition,Opposition,231,112,127,358,24,18.0,62.0,38.0,28.0,71.0,43.0,49.0,15.0,21.0,,142.0,218.0,17.0,17.0,53.0,25.0,18.0,
