North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Ahern, Paul",5,1,5,10,1,,,,1.0,,,1.0,,,,2.0,8.0,,1.0,1.0,,1.0,53.0
3,"Anderson, Jed",10,3,4,14,,,,5.0,,2.0,2.0,2.0,,,,7.0,8.0,,1.0,3.0,,,68.0
18,"Atley, Shaun",6,2,6,12,,,,3.0,2.0,,,3.0,1.0,2.0,,6.0,6.0,,,,,,92.0
16,"Bonar, Aiden",3,,5,8,,,,4.0,1.0,1.0,2.0,,,,,4.0,4.0,,,1.0,,,49.0
50,"Brown, Ben",6,3,,6,3,2.0,,,,,,,2.0,,,7.0,1.0,2.0,2.0,2.0,,,100.0
14,"Dumont, Trent",9,3,8,17,1,1.0,,3.0,3.0,1.0,1.0,2.0,,,,5.0,12.0,1.0,2.0,1.0,,,91.0
22,"Goldstein, Todd",7,2,11,18,,1.0,36.0,2.0,1.0,1.0,9.0,3.0,4.0,,,13.0,5.0,1.0,,1.0,,,96.0
43,"Hall, Aaron",15,4,6,21,1,3.0,,2.0,1.0,6.0,2.0,1.0,,,,6.0,12.0,1.0,1.0,,2.0,,78.0
37,"Hayden, Kyron",2,1,4,6,,,,4.0,,,1.0,3.0,,3.0,,5.0,3.0,,,1.0,,,79.0
4,"Higgins, Shaun",4,2,7,11,,,,2.0,,2.0,1.0,1.0,1.0,,,2.0,9.0,,,1.0,,,89.0
34,"Macmillan, Jamie",4,2,5,9,,,,3.0,2.0,,,,1.0,,,3.0,5.0,,,2.0,,,66.0
11,"McDonald, Luke",5,,7,12,,,,2.0,3.0,,,5.0,1.0,3.0,,4.0,7.0,,,4.0,,,87.0
17,"Pittard, Jasper",13,3,6,19,,,,3.0,6.0,2.0,,5.0,1.0,1.0,,4.0,11.0,,1.0,9.0,3.0,,88.0
13,"Polec, Jared",5,,7,12,,,,3.0,2.0,1.0,2.0,1.0,,,,5.0,8.0,,,,,1.0,86.0
12,"Simpkin, Jy",13,2,13,26,1,1.0,,4.0,1.0,5.0,8.0,2.0,5.0,1.0,3.0,14.0,14.0,,,1.0,,,88.0
25,"Tarrant, Robbie",10,2,4,14,,,,2.0,5.0,3.0,,3.0,1.0,1.0,,5.0,8.0,,,6.0,,,94.0
31,"Taylor, Curtis",5,2,5,10,,,,,1.0,2.0,1.0,2.0,2.0,1.0,,4.0,7.0,,,1.0,,,76.0
26,"Thomas, Tarryn",2,,5,7,,,,2.0,,2.0,1.0,2.0,1.0,1.0,,4.0,4.0,,,1.0,,1.0,76.0
19,"Walker, Josh",5,2,5,10,,,,1.0,2.0,2.0,,,1.0,,,7.0,5.0,2.0,,4.0,,,94.0
32,"Wood, Mason",2,1,7,9,,,,2.0,,2.0,,,1.0,,,3.0,6.0,,,2.0,,,74.0
7,"Ziebell, Jack",7,7,7,14,,2.0,,3.0,,4.0,2.0,2.0,,,,7.0,8.0,2.0,3.0,,,1.0,88.0
44,"Zurhaar, Cameron",5,3,2,7,1,1.0,,2.0,,3.0,,1.0,1.0,1.0,,4.0,4.0,1.0,1.0,,2.0,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,143,45,129,272,8,12.0,36.0,52.0,31.0,39.0,32.0,39.0,23.0,14.0,3.0,121.0,155.0,10.0,12.0,41.0,7.0,5.0,
Opposition,Opposition,156,57,109,265,10,11.0,23.0,53.0,30.0,41.0,26.0,36.0,14.0,23.0,3.0,110.0,139.0,9.0,9.0,27.0,1.0,7.0,
