St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",28y 249d,141 (79-1-61 56.38%),100 (0.71),58 (21-1-36 37.07%),26 (0.45)
14,"Bardsley, Kristian",23y 206d,38 (15-1-22 40.79%),19 (0.50),33 (13-1-19 40.91%),15 (0.45)
27,"Beveridge, Luke",25y 227d,74 (43-1-30 58.78%),72 (0.97),1 (0-0-1 0.00%),2 (2.00)
3,"Burke, Nathan",26y 60d,182 (76-2-104 42.31%),61 (0.34),←,
30,"Coghlan, Glen",21y 252d,12 (3-0-9 25.00%),7 (0.58),←,
34,"Daniels, Jayson",25y 47d,134 (38-1-95 28.73%),24 (0.18),76 (25-1-50 33.55%),20 (0.26)
35,"Harvey, Robert",24y 229d,135 (64-2-69 48.15%),79 (0.59),←,
29,"Jones, Austinn",19y 191d,21 (6-0-15 28.57%),12 (0.57),←,
23,"Loewe, Stewart",27y 319d,193 (81-1-111 42.23%),343 (1.78),←,
26,"McLaren, Joe",18y 117d,2 (0-0-2 0.00%),,←,
16,"Neill, Robert",22y 92d,23 (3-0-20 13.04%),11 (0.48),2 (0-0-2 0.00%),2 (1.00)
1,"Peckett, Justin",23y 184d,58 (23-1-34 40.52%),1 (0.02),←,
31,"Shanahan, Jamie",28y 122d,80 (37-1-42 46.88%),,←,
13,"Sierakowski, David",21y 99d,23 (7-1-15 32.61%),3 (0.13),←,
4,"Smith, Joel",18y 339d,22 (8-0-14 36.36%),6 (0.27),←,
19,"Sziller, Steven",23y 113d,24 (8-0-16 33.33%),6 (0.25),←,
32,"Traianidis, Jason",21y 151d,2 (0-0-2 0.00%),2 (1.00),←,
9,"Vidovic, Lazar",31y 5d,58 (29-1-28 50.86%),9 (0.16),←,
15,"Wakelin, Darryl",21y 239d,23 (8-0-15 34.78%),,←,
12,"Wakelin, Shane",21y 238d,30 (10-1-19 35.00%),9 (0.30),←,
7,"Winmar, Nicky",30y 194d,177 (76-1-100 43.22%),233 (1.32),←,
Totals,Totals,24y 18d,1452 (614-15-823 42.29%),997 (0.69),,
C,"Alves, Stan",49y 320d,46 (15-1-30 33.70%),,←,
