Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",17,6,12,29,2,,1.0,5.0,2.0,3.0,2.0,2.0,1.0,,,9.0,19.0,1.0,1.0,4.0,,,87.0
35,"Chapman, Paul",18,6,10,28,,,,4.0,1.0,6.0,7.0,3.0,1.0,3.0,,11.0,16.0,,,3.0,,2.0,80.0
28 ↑,"Christensen, Allen",8,1,7,15,1,1.0,,7.0,,7.0,1.0,,,,,1.0,14.0,,,2.0,1.0,4.0,43.0
11,"Corey, Joel",13,10,22,35,2,,3.0,9.0,1.0,3.0,10.0,2.0,3.0,1.0,,17.0,18.0,2.0,2.0,1.0,,3.0,86.0
22,"Duncan, Mitch",10,3,17,27,3,,,1.0,,2.0,1.0,1.0,1.0,,,6.0,22.0,,1.0,3.0,,2.0,85.0
44,"Enright, Corey",20,16,16,36,,,,4.0,4.0,3.0,2.0,2.0,,,1.0,7.0,27.0,2.0,1.0,6.0,1.0,,86.0
26,"Hawkins, Tom",6,5,11,17,5,,1.0,3.0,,,,7.0,,5.0,,11.0,5.0,2.0,5.0,2.0,,,92.0
20,"Johnson, Steve",21,9,13,34,7,1.0,,4.0,,6.0,5.0,2.0,2.0,2.0,2.0,13.0,22.0,3.0,6.0,1.0,1.0,10.0,90.0
9,"Kelly, James",16,6,16,32,,1.0,,7.0,1.0,4.0,3.0,4.0,2.0,2.0,,7.0,25.0,,,1.0,,,77.0
45,"Ling, Cameron",11,5,11,22,1,1.0,,4.0,,6.0,1.0,,,,,6.0,17.0,,,1.0,,1.0,88.0
13,"Lonergan, Tom",3,4,7,10,,,,1.0,1.0,,,,2.0,,,5.0,5.0,,,5.0,,,86.0
4,"Mackie, Andrew",12,3,10,22,1,,,1.0,2.0,5.0,1.0,2.0,1.0,2.0,,8.0,13.0,1.0,,3.0,1.0,,84.0
39,"Milburn, Darren",13,5,14,27,,,,2.0,2.0,2.0,1.0,3.0,2.0,,,5.0,22.0,,,4.0,,,85.0
21,"Mooney, Cameron",9,5,3,12,5,3.0,,3.0,,,1.0,,,,,4.0,10.0,,5.0,2.0,,,92.0
6,"Ottens, Brad",2,4,11,13,1,,28.0,4.0,,,2.0,,,,,7.0,7.0,1.0,1.0,1.0,,,84.0
30,"Scarlett, Matthew",14,6,8,22,,,,3.0,4.0,2.0,,3.0,1.0,1.0,,7.0,16.0,1.0,,4.0,1.0,,95.0
14,"Selwood, Joel",20,7,23,43,1,,1.0,11.0,2.0,7.0,6.0,4.0,3.0,1.0,3.0,20.0,24.0,,1.0,,,3.0,84.0
27,"Stokes, Mathew",10,5,12,22,3,,,7.0,,1.0,3.0,2.0,1.0,1.0,,8.0,14.0,,1.0,1.0,,1.0,84.0
7 ↓,"Taylor, Harry",7,2,3,10,,,,2.0,2.0,,,2.0,,,,2.0,8.0,,,2.0,,,43.0
5,"Varcoe, Travis",10,5,13,23,3,1.0,,3.0,2.0,7.0,,,2.0,,,3.0,21.0,,3.0,2.0,2.0,3.0,78.0
12,"West, Trent",7,3,4,11,2,,17.0,6.0,,4.0,4.0,3.0,2.0,2.0,,5.0,6.0,,1.0,3.0,,1.0,82.0
40,"Wojcinski, David",4,3,16,20,,,,,1.0,1.0,1.0,2.0,2.0,1.0,,9.0,12.0,,,7.0,2.0,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,251,119,259,510,37,11.0,51.0,91.0,25.0,69.0,51.0,44.0,26.0,21.0,6.0,171.0,343.0,13.0,28.0,58.0,9.0,30.0,
Opposition,Opposition,149,54,133,282,7,5.0,40.0,82.0,26.0,32.0,30.0,51.0,21.0,26.0,,123.0,162.0,9.0,5.0,41.0,7.0,5.0,
