Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",18y 364d,1 (0-0-1 0.00%),,←,
5,"Caldwell, Jye",19y 265d,4 (0-0-4 0.00%),,←,
18,"Cameron, Jeremy",27y 79d,157 (70-3-84 45.54%),408 (2.60),←,
3,"Coniglio, Stephen",26y 187d,136 (63-1-72 46.69%),80 (0.59),←,
35,"Corr, Aidan",26y 33d,86 (40-3-43 48.26%),2 (0.02),←,
16,"Daniels, Brent",21y 102d,36 (22-0-14 61.11%),15 (0.42),←,
1,"Davis, Phil",29y 294d,169 (83-3-83 50.00%),7 (0.04),151 (72-3-76 48.68%),6 (0.04)
24,"de Boer, Matt",30y 101d,190 (110-4-76 58.95%),74 (0.39),52 (32-3-17 64.42%),26 (0.50)
31,"Finlayson, Jeremy",24y 131d,41 (23-2-16 58.54%),52 (1.27),←,
9,"Hately, Jackson",19y 242d,8 (3-0-5 37.50%),2 (0.25),←,
19,"Haynes, Nick",28y 32d,131 (64-3-64 50.00%),9 (0.07),←,
27,"Himmelberg, Harry",24y 42d,68 (43-1-24 63.97%),78 (1.15),←,
2,"Hopper, Jacob",23y 134d,70 (44-1-25 63.57%),29 (0.41),←,
10,"Jacobs, Sam",32y 70d,204 (112-1-91 55.15%),48 (0.24),3 (1-0-2 33.33%),
17,"Langdon, Zac",24y 219d,26 (14-0-12 53.85%),22 (0.85),←,
38,"Lloyd, Daniel",28y 122d,42 (24-3-15 60.71%),33 (0.79),←,
36,"Perryman, Harry",21y 183d,39 (20-1-18 52.56%),12 (0.31),←,
23,"Shaw, Heath",34y 205d,311 (189-5-117 61.58%),39 (0.13),138 (79-3-56 58.33%),2 (0.01)
15,"Taylor, Sam",21y 45d,33 (22-0-11 66.67%),1 (0.03),←,
8,"Ward, Callan",30y 70d,219 (98-3-118 45.43%),108 (0.49),159 (66-3-90 42.45%),75 (0.47)
6,"Whitfield, Lachie",25y 337d,136 (66-3-67 49.63%),60 (0.44),←,
29,"Williams, Zac",25y 273d,104 (54-0-50 51.92%),25 (0.24),←,
Totals,Totals,25y 227d,2211 (1164-37-1010 52.65%),1104 (0.50),,
C,"Cameron, Leon",47y 291d,146 (80-3-63 55.82%),,←,
