Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Barlow, Kris",9,5,2,11,1,2.0,,3.0,,5.0,,,,,,6.0,5.0,1.0,1.0,4.0,,,100.0
10,"Bateman, Chance",7,4,3,10,,,,,2.0,,,3.0,,1.0,,2.0,8.0,1.0,,5.0,,,100.0
30,"Brown, Campbell",13,7,,13,,,,2.0,2.0,4.0,1.0,4.0,1.0,1.0,,4.0,8.0,1.0,,1.0,1.0,,90.0
25,"Clarke, Tim",3,,5,8,,,,3.0,1.0,1.0,2.0,,1.0,,,4.0,4.0,,,1.0,,,42.0
9,"Crawford, Shane",15,2,12,27,,,1.0,4.0,3.0,7.0,5.0,3.0,2.0,,1.0,11.0,14.0,,,4.0,1.0,1.0,95.0
19,"Dixon, Ben",9,5,3,12,1,2.0,,1.0,,2.0,1.0,2.0,,1.0,,3.0,8.0,,,1.0,,,100.0
1,"Everitt, Peter",4,1,2,6,2,,13.0,1.0,,3.0,1.0,2.0,,,,3.0,3.0,1.0,,2.0,,1.0,37.0
34,"Graham, Mark",12,6,4,16,1,,3.0,4.0,,4.0,1.0,,,,,4.0,13.0,,1.0,2.0,,,100.0
5,"Harford, Daniel",5,3,8,13,1,1.0,,6.0,,2.0,2.0,1.0,1.0,,,7.0,6.0,,,4.0,,1.0,97.0
42,"Kane, Ben",4,1,2,6,,,,3.0,1.0,2.0,,2.0,1.0,2.0,,4.0,3.0,,,,,,48.0
37,"Lekkas, Angelo",21,7,5,26,2,2.0,,4.0,4.0,7.0,4.0,2.0,2.0,,,9.0,12.0,2.0,1.0,5.0,,1.0,100.0
26,"Loats, David",4,2,1,5,1,,38.0,3.0,,1.0,,4.0,,3.0,,1.0,3.0,,1.0,,,,75.0
28,"Mitchell, Sam",7,5,6,13,,,,5.0,1.0,3.0,5.0,4.0,,3.0,,7.0,7.0,,,2.0,,,87.0
40,"Osborne, Michael",9,6,,9,,1.0,,4.0,1.0,1.0,,,1.0,,,5.0,4.0,3.0,,4.0,,,77.0
13,"Picioane, Lance",10,6,4,14,,,,,2.0,1.0,1.0,1.0,,,,5.0,8.0,1.0,,5.0,,1.0,63.0
20,"Rawlings, Jade",12,10,6,18,1,,,,2.0,4.0,,3.0,,1.0,,10.0,8.0,4.0,1.0,2.0,,,100.0
16,"Ries, Nick",3,2,6,9,,,,1.0,,2.0,4.0,1.0,,,,4.0,5.0,,,,,1.0,57.0
11,"Smith, Joel",5,2,1,6,,,,2.0,3.0,,,1.0,,1.0,,1.0,5.0,,,5.0,,,100.0
38,"Stone, Nick",1,1,1,2,,,,,,,,1.0,1.0,1.0,,1.0,2.0,,,4.0,,,90.0
4,"Tallis, Rayden",11,3,5,16,2,,,1.0,,4.0,3.0,2.0,1.0,,,3.0,13.0,,,2.0,1.0,1.0,74.0
23,"Thompson, Nathan",11,6,4,15,2,2.0,1.0,1.0,1.0,,3.0,,3.0,,,9.0,5.0,3.0,4.0,,,,88.0
21,"Vandenberg, Richard",4,3,8,12,,,,2.0,,1.0,1.0,2.0,1.0,,,6.0,7.0,,,2.0,,2.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,87,88,267,14,11.0,56.0,50.0,23.0,54.0,34.0,38.0,15.0,14.0,1.0,109.0,151.0,17.0,9.0,55.0,3.0,9.0,
Opposition,Opposition,182,83,104,286,18,7.0,23.0,36.0,36.0,42.0,36.0,43.0,14.0,15.0,5.0,126.0,165.0,11.0,12.0,35.0,13.0,9.0,
