Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",31y 269d,176 (98-1-77 55.97%),659 (3.74),170 (93-1-76 55.00%),649 (3.82)
3,"Bairstow, Mark",29y 338d,119 (71-1-47 60.08%),149 (1.25),←,
6,"Barnes, John",24y 26d,35 (17-1-17 50.00%),20 (0.57),23 (11-0-12 47.83%),8 (0.35)
7,"Couch, Paul",28y 343d,176 (99-0-77 56.25%),145 (0.82),←,
28,"Darcy, Tim",29y 163d,149 (79-0-70 53.02%),65 (0.44),←,
33,"Forssman, Darren",22y 286d,33 (22-0-11 66.67%),24 (0.73),←,
29,"Hinkley, Ken",26y 270d,85 (47-0-38 55.29%),60 (0.71),74 (43-0-31 58.11%),39 (0.53)
32,"Hocking, Garry",24y 262d,112 (63-1-48 56.70%),109 (0.97),←,
1,"Hocking, Steve",28y 160d,169 (90-0-79 53.25%),10 (0.06),←,
10,"Hooper, Stephen",24y 49d,19 (11-0-8 57.89%),,←,
43,"Lynch, Paul",19y 252d,6 (4-0-2 66.67%),5 (0.83),←,
12,"Malakellis, Spiro",25y 65d,64 (39-0-25 60.94%),18 (0.28),←,
21,"Mansfield, Michael",21y 323d,46 (27-0-19 58.70%),38 (0.83),←,
17,"McGrath, Tim",22y 263d,45 (28-0-17 62.22%),,38 (24-0-14 63.16%),
22,"Neeld, Mark",21y 349d,45 (25-0-20 55.56%),17 (0.38),←,
23,"Pickering, Liam",24y 291d,32 (14-0-18 43.75%),14 (0.44),10 (5-0-5 50.00%),6 (0.60)
8,"Scott, Robert",24y 118d,115 (64-1-50 56.09%),150 (1.30),←,
25,"Steele, Darren",27y 75d,128 (52-1-75 41.02%),32 (0.25),9 (4-0-5 44.44%),1 (0.11)
26,"Stoneham, Barry",25y 138d,141 (80-1-60 57.09%),125 (0.89),←,
11,"Tudor, Leigh",23y 275d,13 (5-0-8 38.46%),12 (0.92),5 (2-0-3 40.00%),6 (1.20)
Totals,Totals,25y 143d,1708 (935-7-766 54.74%),1652 (0.97),,
C,"Blight, Malcolm",43y 131d,127 (73-0-54 57.48%),,111 (67-0-44 60.36%),
