Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",26y 165d,108 (45-0-63 41.67%),55 (0.51),←,
32,"Baldwin, Jason",23y 279d,70 (29-0-41 41.43%),14 (0.20),←,
37,"Bizzotto, Frank",22y 75d,8 (3-0-5 37.50%),,←,
34,"Boyd, Brad",22y 3d,12 (6-0-6 50.00%),2 (0.17),←,
17,"Broderick, Paul",23y 222d,91 (37-0-54 40.66%),79 (0.87),←,
2,"Dundas, Matthew",21y 249d,71 (24-0-47 33.80%),60 (0.85),←,
18,"Dunstan, Michael",22y 154d,18 (8-0-10 44.44%),14 (0.78),←,
6,"Guard, Jeremy",23y 33d,40 (17-0-23 42.50%),10 (0.25),←,
36,"Hawking, Simon",20y 161d,5 (3-0-2 60.00%),,←,
24,"Kavanagh, Tom",23y 114d,4 (4-0-0 100.00%),1 (0.25),2 (2-0-0 100.00%),
11,"Lynch, Alastair",25y 55d,118 (42-0-76 35.59%),164 (1.39),←,
29,"Lyon, Ross",26y 278d,107 (35-0-72 32.71%),97 (0.91),←,
30,"Manson, James",26y 284d,137 (77-3-57 57.30%),113 (0.82),17 (7-0-10 41.18%),7 (0.41)
25,"McCarthy, John",26y 136d,109 (45-1-63 41.74%),139 (1.28),17 (7-0-10 41.18%),38 (2.24)
49,"McGregor, Anthony",21y 39d,6 (3-0-3 50.00%),2 (0.33),←,
4,"Paxman, Stephen",22y 252d,41 (15-0-26 36.59%),8 (0.20),←,
1,"Roos, Paul",30y 47d,245 (103-0-142 42.04%),255 (1.04),←,
9,"Sartori, Peter",28y 293d,66 (36-0-30 54.55%),132 (2.00),12 (6-0-6 50.00%),13 (1.08)
12,"Wheildon, Darren",22y 275d,54 (21-0-33 38.89%),130 (2.41),←,
8,"Wynd, Jim",28y 275d,113 (43-0-70 38.05%),50 (0.44),←,
Totals,Totals,24y 151d,1423 (596-4-823 41.88%),1325 (0.93),,
C,"Shaw, Robert",38y 219d,62 (21-0-41 33.87%),,←,
