Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",25y 283d,76 (30-0-46 39.47%),23 (0.30),←,
14,"Birchall, Grant",19y 62d,17 (6-0-11 35.29%),3 (0.18),←,
20,"Boyle, Tim",23y 62d,6 (0-0-6 0.00%),3 (0.50),←,
39,"Campbell, Robert",24y 302d,55 (22-0-33 40.00%),11 (0.20),←,
25,"Clarke, Tim",24y 363d,87 (36-0-51 41.38%),36 (0.41),←,
24,"Croad, Trent",27y 22d,183 (81-1-101 44.54%),179 (0.98),145 (61-1-83 42.41%),119 (0.82)
32,"Ellis, Xavier",19y 31d,1 (0-0-1 0.00%),,←,
23,"Franklin, Lance",20y 60d,35 (10-0-25 28.57%),55 (1.57),←,
27,"Gilham, Stephen",22y 210d,6 (4-0-2 66.67%),,5 (4-0-1 80.00%),
18,"Guerra, Brent",24y 306d,112 (77-0-35 68.75%),86 (0.77),16 (8-0-8 50.00%),3 (0.19)
15,"Hodge, Luke",22y 289d,89 (34-0-55 38.20%),48 (0.54),←,
8,"Jacobs, Danny",26y 279d,118 (64-1-53 54.66%),28 (0.24),37 (10-0-27 27.03%),5 (0.14)
4,"Ladson, Rick",23y 41d,53 (17-0-36 32.08%),24 (0.45),←,
3,"Lewis, Jordan",20y 341d,40 (13-0-27 32.50%),7 (0.17),←,
22,"McGlynn, Ben",21y 237d,5 (2-0-3 40.00%),2 (0.40),←,
5,"Mitchell, Sam",24y 170d,87 (33-0-54 37.93%),16 (0.18),←,
7,"Osborne, Michael",24y 245d,63 (19-0-44 30.16%),17 (0.27),←,
2,"Roughead, Jarryd",20y 67d,37 (13-0-24 35.14%),18 (0.49),←,
12,"Sewell, Brad",23y 57d,41 (11-0-30 26.83%),2 (0.05),←,
13,"Taylor, Simon",24y 225d,25 (6-0-19 24.00%),8 (0.32),←,
6,"Williams, Mark",23y 352d,73 (23-0-50 31.51%),167 (2.29),←,
45,"Young, Clinton",21y 43d,22 (7-0-15 31.82%),5 (0.23),←,
Totals,Totals,23y 51d,1231 (508-2-721 41.27%),738 (0.60),,
C,"Clarkson, Alastair",38y 338d,45 (14-0-31 31.11%),,←,
