Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
26,"Doyle, Greg",24y 315d,23 (11-0-12 47.83%),12 (0.52),21 (11-0-10 52.38%),9 (0.43)
23,"Dyson, Kevin",28y 93d,67 (35-0-32 52.24%),25 (0.37),←,
20,"Febey, Matthew",25y 351d,68 (35-0-33 51.47%),21 (0.31),←,
21,"Febey, Steven",25y 351d,151 (84-0-67 55.63%),21 (0.14),←,
22,"Hilton, Jeff",23y 70d,40 (23-0-17 57.50%),27 (0.68),34 (19-0-15 55.88%),21 (0.62)
15,"Hopgood, Paul",22y 15d,36 (23-0-13 63.89%),2 (0.06),←,
7,"Kowal, Darren",23y 48d,48 (28-0-20 58.33%),27 (0.56),←,
16,"Lovell, Andy",25y 8d,117 (59-1-57 50.85%),140 (1.20),←,
17,"Lovett, Brett",29y 77d,193 (111-1-81 57.77%),34 (0.18),←,
3,"Lyon, Garry",27y 326d,188 (109-1-78 58.24%),351 (1.87),←,
28,"Molloy, Glenn",23y 326d,16 (9-0-7 56.25%),4 (0.25),←,
9,"Neitz, David",20y 195d,62 (32-0-30 51.61%),47 (0.76),←,
4,"Obst, Andrew",30y 351d,105 (60-0-45 57.14%),48 (0.46),←,
19,"Prymke, Paul",24y 240d,41 (21-0-20 51.22%),2 (0.05),←,
24,"Sampson, Clay",19y 162d,5 (3-0-2 60.00%),,←,
10,"Seecamp, Marcus",23y 9d,69 (27-0-42 39.13%),13 (0.19),18 (9-0-9 50.00%),3 (0.17)
29,"Smith, Shaun",26y 44d,65 (36-1-28 56.15%),78 (1.20),18 (9-0-9 50.00%),40 (2.22)
11,"Stynes, Jim",29y 104d,196 (111-1-84 56.89%),116 (0.59),←,
12,"Viney, Todd",29y 128d,159 (84-1-74 53.14%),61 (0.38),←,
27,"Wight, Sean",31y 143d,147 (81-0-66 55.10%),63 (0.43),←,
44,"Yze, Adem",17y 318d,5 (4-0-1 80.00%),1 (0.20),←,
Totals,Totals,25y 123d,1801 (986-6-809 54.75%),1093 (0.61),,
C,"Balme, Neil",43y 202d,63 (33-0-30 52.38%),,←,
