Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,2,22,31,,1.0,,3.0,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",16,3,6,22,,2.0,,2.0,,,,,1.0,,,,,,,,,,
3,"Campbell, Adrian",4,,2,6,1,,,4.0,,,,,2.0,1.0,,,,,,,,,
20,"Coleman, Glenn",9,6,10,19,1,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
4,"Davies, Darren",6,,7,13,1,,,3.0,,,,,,2.0,,,,,,,,,
26,"Del-Re, Danny",6,3,5,11,1,,,,,,,,,1.0,,,,,,,,,
12,"Eppelstun, Greg",9,1,8,17,,,,,,,,,1.0,2.0,,,,,,,,,
32,"Foster, Peter",12,3,5,17,,,,1.0,,,,,,2.0,,,,,,,,,
29,"Grant, Chris",3,1,1,4,1,,,,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",17,3,7,24,2,1.0,,1.0,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",12,2,5,17,,,,3.0,,,,,,1.0,,,,,,,,,
21,"Kolyniuk, Steven",13,2,6,19,1,1.0,,,,,,,2.0,2.0,,,,,,,,,
39,"Liberatore, Tony",13,1,14,27,,1.0,,5.0,,,,,3.0,1.0,1.0,,,,,,,,
11,"McGuinness, Tony",20,2,4,24,,2.0,,2.0,,,,,2.0,2.0,,,,,,,,,
14,"Reynolds, Keenan",7,1,4,11,,,,,,,,,2.0,1.0,,,,,,,,,
33,"Royal, Brian",17,3,9,26,,2.0,,,,,,,,1.0,,,,,,,,,
16,"Wallace, Terry",22,2,20,42,,,,1.0,,,,,2.0,1.0,,,,,,,,,
24,"Wallis, Stephen",7,2,7,14,,,,,,,,,1.0,,,,,,,,,,
6,"Wigney, Stuart",8,4,3,11,1,2.0,,,,,,,1.0,2.0,,,,,,,,,
15,"Wynd, Scott",2,2,9,11,,,9.0,1.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,43,154,366,9,13.0,10.0,28.0,,,,,21.0,23.0,1.0,,,,,,,,
Opposition,Opposition,219,77,76,295,15,6.0,19.0,31.0,,,,,23.0,21.0,5.0,,,,,,,,
