North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",22y 315d,63 (28-1-34 45.24%),59 (0.94),←,
18,"Carey, Wayne",19y 314d,27 (15-0-12 55.56%),43 (1.59),←,
30,"Chandler, Jeff",25y 25d,31 (18-1-12 59.68%),4 (0.13),←,
23,"Clarkson, Alastair",22y 344d,49 (20-2-27 42.86%),51 (1.04),←,
6,"Fairley, Ian",26y 200d,105 (50-2-53 48.57%),138 (1.31),←,
31,"Gallagher, Michael",24y 332d,31 (21-1-9 69.35%),22 (0.71),15 (11-0-4 73.33%),5 (0.33)
29,"German, Peter",26y 63d,126 (61-3-62 49.60%),147 (1.17),←,
9,"Larkin, Matthew",26y 230d,127 (65-3-59 52.36%),114 (0.90),←,
20,"Mann, Peter",20y 211d,2 (1-0-1 50.00%),,←,
4,"Martyn, Mick",22y 218d,56 (25-1-30 45.54%),4 (0.07),←,
16,"McCarthy, John",24y 7d,62 (26-1-35 42.74%),68 (1.10),←,
34,"Murray, Damien",20y 121d,2 (1-0-1 50.00%),,←,
22,"Roberts, Mark",25y 282d,79 (27-0-52 34.18%),19 (0.24),2 (1-0-1 50.00%),
3,"Rock, Anthony",20y 189d,21 (10-0-11 47.62%),19 (0.90),←,
36,"Romero, Jose",19y 248d,33 (16-0-17 48.48%),43 (1.30),←,
2,"Schwass, Wayne",22y 130d,45 (19-0-26 42.22%),24 (0.53),←,
24,"Sholl, Craig",23y 97d,23 (13-0-10 56.52%),4 (0.17),←,
15,"Smith, Ross",26y 62d,124 (56-2-66 45.97%),25 (0.20),←,
7,"Steele, Darren",24y 358d,92 (39-1-52 42.93%),26 (0.28),←,
10,"Stevens, Anthony",19y 278d,19 (8-0-11 42.11%),4 (0.21),←,
Totals,Totals,23y 92d,1117 (519-18-580 46.46%),814 (0.73),,
C,"Schimmelbusch, Wayne",38y 77d,24 (13-0-11 54.17%),,←,
