Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",20y 111d,33 (16-0-17 48.48%),18 (0.55),←,
25,"Brown, Nathan",27y 262d,80 (37-0-43 46.25%),22 (0.28),←,
32,"Bruce, Cameron",24y 215d,90 (45-0-45 50.00%),114 (1.27),←,
41,"Carroll, Nathan",23y 195d,8 (1-0-7 12.50%),,←,
36,"Davey, Aaron",20y 327d,6 (5-0-1 83.33%),9 (1.50),←,
30,"Godfrey, Simon",23y 197d,52 (23-0-29 44.23%),7 (0.13),←,
18,"Green, Brad",23y 50d,89 (44-0-45 49.44%),143 (1.61),←,
1,"Heffernan, Chris",25y 94d,119 (73-1-45 61.76%),45 (0.38),22 (6-0-16 27.27%),7 (0.32)
4,"Holland, Ben",26y 358d,131 (67-0-64 51.15%),132 (1.01),6 (5-0-1 83.33%),8 (1.33)
16,"Johnstone, Travis",23y 290d,90 (42-0-48 46.67%),70 (0.78),←,
7,"Miller, Brad",20y 301d,26 (11-0-15 42.31%),5 (0.19),←,
9,"Neitz, David",29y 101d,232 (105-0-127 45.26%),452 (1.95),←,
8,"Nicholson, Alistair",26y 59d,79 (40-0-39 50.63%),3 (0.04),←,
28,"Read, Phillip",24y 195d,79 (38-2-39 49.37%),24 (0.30),5 (5-0-0 100.00%),
27,"Rivers, Jared",19y 197d,9 (5-0-4 55.56%),,←,
24,"Robertson, Russell",25y 160d,127 (61-0-66 48.03%),192 (1.51),←,
6,"Thompson, Scott",21y 49d,33 (13-0-20 39.39%),15 (0.45),←,
10,"Ward, Daniel",26y 298d,89 (35-0-54 39.33%),24 (0.27),←,
31,"Wheatley, Paul",23y 20d,57 (32-0-25 56.14%),22 (0.39),←,
45,"Whelan, Matthew",24y 171d,74 (34-0-40 45.95%),9 (0.12),←,
34,"White, Jeff",27y 73d,167 (80-0-87 47.90%),74 (0.44),135 (67-0-68 49.63%),56 (0.41)
13,"Yze, Adem",26y 224d,193 (85-0-108 44.04%),140 (0.73),←,
Totals,Totals,24y 113d,1863 (892-3-968 47.88%),1520 (0.82),,
C,"Daniher, Neale",43y 77d,146 (71-0-75 48.63%),,←,
