Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Casboult, Levi",3,2,2,5,,,11.0,3.0,,4.0,1.0,,1.0,,,5.0,1.0,1.0,,7.0,,,88.0
9,"Cripps, Patrick",14,5,10,24,1,,,4.0,1.0,3.0,4.0,3.0,2.0,2.0,,12.0,12.0,,,4.0,,,82.0
35,"Curnow, Ed",12,2,12,24,1,2.0,,7.0,,2.0,7.0,4.0,1.0,1.0,,17.0,7.0,,,1.0,,,89.0
15,"Docherty, Sam",20,9,,20,,,,2.0,4.0,1.0,,2.0,1.0,,,4.0,17.0,,,6.0,,,95.0
4,"Gibbs, Bryce",21,3,14,35,,2.0,,9.0,1.0,6.0,7.0,7.0,1.0,1.0,3.0,20.0,12.0,,,1.0,,1.0,79.0
11,"Kerridge, Sam",5,1,3,8,1,,,2.0,,2.0,1.0,4.0,1.0,,,2.0,5.0,,1.0,1.0,,,81.0
8,"Kreuzer, Matthew",14,1,,14,1,,30.0,11.0,1.0,4.0,8.0,,2.0,,,11.0,3.0,,1.0,6.0,,,84.0
26,"Macreadie, Harrison",2,1,3,5,,,,6.0,1.0,1.0,,1.0,,1.0,,4.0,2.0,,,4.0,,,81.0
22,"Marchbank, Caleb",9,5,1,10,,,,7.0,3.0,,1.0,3.0,1.0,2.0,,2.0,8.0,,,1.0,,,78.0
3,"Murphy, Marc",23,2,9,32,2,,,10.0,1.0,5.0,6.0,2.0,,,2.0,9.0,20.0,,,4.0,,,88.0
24,"Palmer, Rhys",6,4,6,12,,,,2.0,,3.0,,6.0,1.0,3.0,,5.0,7.0,,,,,,69.0
5,"Petrevski-Seton, Sam",12,3,5,17,1,,,8.0,1.0,1.0,,1.0,,,,12.0,4.0,1.0,1.0,,,1.0,71.0
33,"Pickett, Jarrod",7,2,4,11,,2.0,,3.0,,2.0,1.0,5.0,,2.0,,7.0,3.0,,1.0,2.0,,,65.0
20,"Plowman, Lachie",12,6,6,18,,,,4.0,3.0,2.0,,,2.0,,,8.0,10.0,2.0,,6.0,,,87.0
17,"Rowe, Sam",12,4,3,15,,,,3.0,2.0,1.0,,1.0,1.0,,1.0,7.0,6.0,2.0,,11.0,,,100.0
1,"Silvagni, Jack",10,4,1,11,,2.0,,8.0,1.0,2.0,1.0,2.0,2.0,,,7.0,3.0,1.0,,4.0,,,81.0
6,"Simpson, Kade",17,3,4,21,,,,6.0,5.0,4.0,4.0,4.0,1.0,1.0,,6.0,12.0,,,2.0,,,90.0
39,"Thomas, Dale",13,6,3,16,,,,3.0,,3.0,,5.0,,1.0,,,12.0,,,2.0,1.0,,79.0
23,"Weitering, Jacob",8,4,2,10,,1.0,,3.0,,5.0,1.0,1.0,1.0,,,6.0,3.0,2.0,1.0,1.0,,,70.0
43,"White, Simon",15,8,2,17,,,,1.0,3.0,4.0,1.0,3.0,1.0,,,4.0,11.0,,,4.0,,1.0,84.0
31,"Williamson, Tom",9,2,6,15,,1.0,,5.0,2.0,3.0,1.0,,1.0,,,6.0,11.0,,,1.0,,,76.0
46,"Wright, Matthew",5,1,6,11,,,,3.0,2.0,1.0,1.0,1.0,1.0,,,7.0,5.0,,,1.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,249,78,102,351,7,15.0,41.0,110.0,31.0,59.0,45.0,55.0,21.0,14.0,6.0,161.0,174.0,9.0,5.0,69.0,1.0,3.0,
Opposition,Opposition,216,52,133,349,6,6.0,52.0,99.0,49.0,37.0,38.0,71.0,14.0,21.0,,157.0,175.0,6.0,6.0,63.0,,3.0,
