Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",9,2,5,14,2,4.0,,2.0,,,,,1.0,2.0,,,,,,,,,
18,"Cameron, Leon",11,1,6,17,2,2.0,,1.0,,,,,1.0,,,,,,,,,,
16,"Croft, Matthew",9,2,4,13,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
40,"Darcy, Luke",,,2,2,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",9,8,7,16,2,2.0,1.0,3.0,,,,,1.0,5.0,,,,,,,,,
1,"Grgic, Ilija",5,4,5,10,,1.0,11.0,1.0,,,,,2.0,1.0,,,,,,,,,
7,"Hawkins, Doug",10,1,10,20,,,,,,,,,2.0,,2.0,,,,,,,,
10,"Hunter, Mark",24,7,2,26,1,,,3.0,,,,,3.0,,,,,,,,,,
33,"Johnson, Brad",10,3,4,14,2,1.0,,3.0,,,,,2.0,,,,,,,,,,
12,"Koster, Kym",5,1,3,8,,1.0,,1.0,,,,,,2.0,,,,,,,,,
35,"Kretiuk, Steven",12,10,8,20,,,,2.0,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",10,1,5,15,,,,4.0,,,,,2.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",7,,5,12,,,,,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",12,4,1,13,5,,,4.0,,,,,1.0,2.0,1.0,,,,,,,,
22,"Quill, Peter",12,3,4,16,,,,,,,,,1.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",8,4,2,10,,,,1.0,,,,,3.0,,,,,,,,,,
8,"Southern, Daniel",12,3,6,18,,,1.0,1.0,,,,,4.0,1.0,3.0,,,,,,,,
17,"Standfield, Barry",9,5,5,14,,,5.0,1.0,,,,,2.0,,,,,,,,,,
24,"Wallis, Stephen",11,7,12,23,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
25,"Watts, Jason",3,,3,6,,,,,,,,,,1.0,,,,,,,,,
14,"West, Scott",20,5,12,32,,2.0,,2.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,71,111,319,17,15.0,18.0,34.0,,,,,28.0,24.0,6.0,,,,,,,,
Opposition,Opposition,196,89,121,317,10,12.0,21.0,27.0,,,,,24.0,28.0,,,,,,,,,
