Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Frost, Sam",8,1,4,12,,,3.0,7.0,3.0,3.0,,2.0,1.0,,,7.0,5.0,,,5.0,,,87.0
36,"Garlett, Jeff",9,2,1,10,2,,,3.0,,5.0,1.0,1.0,,1.0,,3.0,6.0,1.0,1.0,1.0,,1.0,88.0
43,"Harmes, James",10,2,8,18,,,,8.0,1.0,5.0,2.0,3.0,2.0,2.0,,10.0,8.0,,,3.0,3.0,,88.0
14,"Hibberd, Michael",18,6,9,27,1,,,,8.0,1.0,,4.0,1.0,,,11.0,17.0,1.0,,2.0,,1.0,88.0
1,"Hogan, Jesse",8,1,3,11,3,,,1.0,1.0,1.0,,2.0,2.0,2.0,,5.0,7.0,,,2.0,,,93.0
29,"Hunt, Jayden",17,4,7,24,1,,,4.0,4.0,5.0,2.0,4.0,3.0,,,9.0,14.0,1.0,,8.0,,,91.0
39,"Jetta, Neville",4,,8,12,,,,2.0,2.0,,,1.0,1.0,,,4.0,8.0,,,6.0,,,84.0
2,"Jones, Nathan",7,1,17,24,,,,5.0,1.0,4.0,4.0,4.0,2.0,2.0,,15.0,11.0,,,3.0,,,88.0
24,"Kennedy Harris, Jay",7,5,4,11,,,,7.0,,1.0,,4.0,1.0,1.0,,3.0,9.0,,,2.0,,,89.0
25,"McDonald, Tom",11,2,9,20,1,,,1.0,,3.0,,1.0,,1.0,,6.0,14.0,,,15.0,,,95.0
18,"Melksham, Jake",11,3,6,17,,,,,,5.0,3.0,2.0,1.0,,,5.0,12.0,1.0,,4.0,,1.0,88.0
30,"Neal-Bullen, Alex",10,1,11,21,,,,9.0,1.0,4.0,4.0,5.0,,,,12.0,9.0,,,2.0,,1.0,88.0
13,"Oliver, Clayton",8,3,24,32,,,,7.0,2.0,3.0,9.0,7.0,1.0,5.0,,19.0,14.0,,,,,1.0,83.0
5,"Petracca, Christian",7,3,7,14,1,,,1.0,,4.0,,3.0,1.0,2.0,,9.0,6.0,2.0,1.0,,,1.0,83.0
3,"Salem, Christian",9,3,8,17,1,,,4.0,1.0,3.0,2.0,,,,,5.0,12.0,,1.0,,,2.0,90.0
38,"Smith, Tim",2,,2,4,,1.0,,3.0,,1.0,,,1.0,,,3.0,,,,,,,34.0
33,"Spencer, Jake",1,,3,4,,,13.0,2.0,,1.0,,1.0,1.0,1.0,,2.0,2.0,,,1.0,,,35.0
15,"Stretch, Billy",9,4,10,19,,1.0,,3.0,,4.0,1.0,1.0,1.0,,,10.0,14.0,,1.0,5.0,,,80.0
12,"Tyson, Dom",9,4,15,24,,,,3.0,1.0,2.0,3.0,7.0,1.0,3.0,,11.0,14.0,,,,,,74.0
23,"Vince, Bernie",18,2,4,22,,,,2.0,9.0,2.0,,5.0,,1.0,,5.0,10.0,,,4.0,1.0,,94.0
7,"Viney, Jack",7,2,16,23,,1.0,,6.0,3.0,1.0,6.0,4.0,,2.0,,14.0,10.0,,,1.0,,,74.0
4,"Watts, Jack",9,4,9,18,1,,11.0,1.0,1.0,3.0,2.0,4.0,1.0,,,3.0,15.0,,,5.0,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,53,185,384,11,9.0,27.0,79.0,38.0,61.0,39.0,65.0,21.0,23.0,,171.0,217.0,6.0,4.0,69.0,4.0,9.0,
Opposition,Opposition,198,51,128,326,12,16.0,60.0,88.0,46.0,57.0,47.0,66.0,23.0,21.0,6.0,163.0,144.0,6.0,9.0,62.0,4.0,9.0,
