Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",23y 191d,77 (22-0-55 28.57%),27 (0.35),46 (19-0-27 41.30%),15 (0.33)
14,"Aish, James",21y 142d,48 (15-0-33 31.25%),18 (0.38),16 (7-0-9 43.75%),10 (0.63)
11,"Blair, Jarryd",26y 350d,145 (88-1-56 61.03%),110 (0.76),←,
29,"Broomhead, Tim",23y 8d,22 (7-0-15 31.82%),20 (0.91),←,
25,"Crisp, Jack",23y 179d,64 (26-0-38 40.63%),35 (0.55),46 (19-0-27 41.30%),25 (0.54)
1,"Fasolo, Alex",24y 295d,83 (48-0-35 57.83%),107 (1.29),←,
6,"Goldsack, Tyson",29y 312d,143 (89-0-54 62.24%),50 (0.35),←,
4,"Grundy, Brodie",22y 349d,64 (30-0-34 46.88%),24 (0.38),←,
32,"Hoskin-Elliott, Will",23y 209d,54 (12-0-42 22.22%),46 (0.85),2 (0-0-2 0.00%),4 (2.00)
38,"Howe, Jeremy",26y 274d,122 (30-0-92 24.59%),83 (0.68),22 (8-0-14 36.36%),3 (0.14)
37,"Maynard, Brayden",20y 191d,31 (10-0-21 32.26%),6 (0.19),←,
16,"Mayne, Chris",28y 148d,174 (95-1-78 54.89%),198 (1.14),2 (0-0-2 0.00%),2 (1.00)
30,"Moore, Darcy",21y 64d,28 (10-0-18 35.71%),34 (1.21),←,
10,"Pendlebury, Scott",29y 82d,238 (144-2-92 60.92%),154 (0.65),←,
21,"Phillips, Tom",20y 327d,8 (3-0-5 37.50%),3 (0.38),←,
31,"Ramsay, Jackson",22y 130d,11 (6-0-5 54.55%),,←,
20,"Reid, Ben",27y 335d,123 (74-2-47 60.98%),37 (0.30),←,
41,"Schade, Henry",23y 173d,22 (4-1-17 20.45%),,2 (0-0-2 0.00%),
22,"Sidebottom, Steele",26y 87d,165 (103-2-60 63.03%),125 (0.76),←,
40,"Smith, Josh",23y 87d,20 (8-0-12 40.00%),4 (0.20),←,
7,"Treloar, Adam",24y 21d,103 (29-0-74 28.16%),64 (0.62),24 (9-0-15 37.50%),16 (0.67)
9,"White, Jesse",29y 80d,125 (60-2-63 48.80%),146 (1.17),54 (25-0-29 46.30%),73 (1.35)
Totals,Totals,24y 250d,1870 (913-11-946 48.82%),1291 (0.69),,
C,"Buckley, Nathan",44y 247d,116 (61-0-55 52.59%),,←,
