Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",23y 162d,64 (23-0-41 35.94%),27 (0.42),19 (15-0-4 78.95%),3 (0.16)
31,"Andrews, Harris",24y 99d,114 (39-0-75 34.21%),9 (0.08),←,
33,"Bailey, Zac",21y 178d,47 (28-0-19 59.57%),27 (0.57),←,
7,"Berry, Jarrod",23y 43d,75 (35-0-40 46.67%),35 (0.47),←,
14,"Birchall, Grant",33y 51d,265 (181-1-83 68.49%),34 (0.13),17 (14-0-3 82.35%),
23,"Cameron, Charlie",26y 258d,128 (79-1-48 62.11%),192 (1.50),55 (32-0-23 58.18%),105 (1.91)
18,"Coleman, Keidean",20y 354d,6 (5-0-1 83.33%),3 (0.50),←,
3,"Daniher, Joe",27y 16d,109 (40-1-68 37.16%),193 (1.77),1 (0-0-1 0.00%),2 (2.00)
21,"Fullarton, Tom",22y 25d,3 (2-0-1 66.67%),1 (0.33),←,
30,"Hipwood, Eric",23y 188d,95 (42-0-53 44.21%),138 (1.45),←,
35,"Lester, Ryan",28y 206d,142 (54-0-88 38.03%),45 (0.32),←,
17,"Lyons, Jarryd",28y 241d,136 (75-0-61 55.15%),68 (0.50),44 (31-0-13 70.45%),19 (0.43)
36,"Mathieson, Rhys",24y 69d,48 (17-0-31 35.42%),24 (0.50),←,
11,"McCarthy, Lincoln",27y 149d,71 (52-0-19 73.24%),62 (0.87),42 (29-0-13 69.05%),37 (0.88)
6,"McCluggage, Hugh",23y 17d,83 (39-0-44 46.99%),50 (0.60),←,
46,"McInerney, Oscar",26y 253d,57 (33-0-24 57.89%),31 (0.54),←,
9,"Neale, Lachie",27y 300d,179 (96-0-83 53.63%),93 (0.52),44 (31-0-13 70.45%),26 (0.59)
40,"Payne, Jack",21y 156d,6 (3-0-3 50.00%),,←,
10,"Rich, Daniel",30y 286d,223 (85-1-137 38.34%),110 (0.49),←,
5,"Robinson, Mitch",31y 286d,211 (95-1-115 45.26%),113 (0.54),111 (44-0-67 39.64%),55 (0.50)
22,"Sharp, Harry",18y 93d,1 (0-0-1 0.00%),,←,
37,"Starcevich, Brandon",21y 239d,24 (16-0-8 66.67%),2 (0.08),←,
15,"Zorko, Dayne",32y 39d,186 (71-0-115 38.17%),194 (1.04),←,
Totals,Totals,25y 209d,2273 (1110-5-1158 48.83%),1451 (0.64),,
C,"Fagan, Chris",59y 270d,88 (41-0-47 46.59%),,←,
