Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Armstrong, Steven",4,1,1,5,,,,6.0,,2.0,1.0,2.0,,2.0,,4.0,2.0,1.0,,2.0,,,66.0
21,"Bell, Daniel",4,3,2,6,,,,2.0,1.0,2.0,,,,,,3.0,3.0,,,,,,46.0
3,"Bizzell, Clint",14,5,2,16,,,,4.0,7.0,,2.0,1.0,,1.0,,11.0,6.0,1.0,,3.0,2.0,,100.0
25,"Brown, Nathan",15,8,3,18,,,,,7.0,3.0,1.0,1.0,,,2.0,5.0,13.0,,,2.0,,1.0,100.0
36,"Davey, Aaron",7,1,2,9,1,1.0,,4.0,,4.0,1.0,2.0,2.0,,,7.0,2.0,,,2.0,,1.0,95.0
35,"Ferguson, Ryan",8,7,5,13,,,,,2.0,2.0,,1.0,2.0,1.0,,7.0,6.0,1.0,,8.0,,1.0,100.0
30,"Godfrey, Simon",4,2,4,8,,,,7.0,,2.0,3.0,1.0,,1.0,,3.0,6.0,,,,,1.0,65.0
18,"Green, Brad",9,4,2,11,1,,,6.0,2.0,5.0,,6.0,,3.0,,2.0,8.0,,1.0,,,,100.0
40,"Jamar, Mark",1,,2,3,1,,12.0,,,,1.0,,,,,2.0,1.0,,,,,,30.0
16,"Johnstone, Travis",15,6,3,18,,,,1.0,5.0,2.0,4.0,3.0,,,1.0,6.0,11.0,,,3.0,,,89.0
23,"McDonald, James",6,,3,9,,,1.0,12.0,,2.0,4.0,,,,,4.0,4.0,,,4.0,,1.0,66.0
5,"McLean, Brock",12,3,10,22,2,,,13.0,,6.0,8.0,3.0,,1.0,3.0,14.0,9.0,,,2.0,2.0,,80.0
7,"Miller, Brad",8,6,4,12,,,1.0,,6.0,,,1.0,3.0,,,5.0,8.0,,,6.0,,,100.0
44,"Motlop, Shannon",10,4,2,12,,2.0,,4.0,1.0,1.0,2.0,,,,,4.0,7.0,,1.0,3.0,,,75.0
9,"Neitz, David",9,3,,9,3,1.0,,3.0,,2.0,1.0,1.0,1.0,,,3.0,5.0,,3.0,2.0,,,100.0
43,"Rigoni, Guy",3,1,3,6,,,,,,,1.0,,,,,1.0,5.0,,,1.0,,,60.0
27,"Rivers, Jared",13,9,6,19,,,,,5.0,1.0,1.0,2.0,1.0,1.0,,7.0,11.0,2.0,,2.0,,,97.0
24,"Robertson, Russell",8,4,1,9,3,2.0,,4.0,,2.0,,,1.0,,,7.0,2.0,2.0,2.0,,,,92.0
12,"Sylvia, Colin",8,1,4,12,,,1.0,1.0,,2.0,2.0,3.0,1.0,2.0,,7.0,5.0,,,1.0,,,82.0
31,"Wheatley, Paul",7,3,2,9,,1.0,,2.0,5.0,2.0,1.0,1.0,,,,4.0,5.0,,,11.0,,,87.0
34,"White, Jeff",9,1,3,12,1,,20.0,2.0,,2.0,9.0,3.0,1.0,2.0,,9.0,3.0,1.0,1.0,3.0,,,70.0
13,"Yze, Adem",13,2,3,16,2,2.0,,3.0,1.0,5.0,3.0,4.0,2.0,3.0,,8.0,7.0,,,1.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,74,67,254,14,10.0,35.0,74.0,42.0,47.0,45.0,35.0,14.0,17.0,6.0,123.0,129.0,8.0,8.0,56.0,4.0,5.0,
Opposition,Opposition,158,64,142,300,7,18.0,40.0,55.0,33.0,51.0,34.0,32.0,17.0,14.0,,128.0,171.0,6.0,15.0,29.0,8.0,5.0,
