North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",22y 186d,16 (10-0-6 62.50%),6 (0.38),6 (3-0-3 50.00%),2 (0.33)
18,"Atley, Shaun",23y 328d,128 (73-0-55 57.03%),16 (0.13),←,
50,"Brown, Ben",23y 260d,52 (36-0-16 69.23%),86 (1.65),←,
13,"Clarke, Ryan",19y 50d,5 (2-0-3 40.00%),,←,
10,"Cunnington, Ben",25y 37d,141 (80-0-61 56.74%),57 (0.40),←,
15,"Dal Santo, Nick",32y 166d,318 (184-5-129 58.65%),154 (0.48),58 (39-0-19 67.24%),14 (0.24)
38,"Daw, Majak",25y 148d,21 (10-0-11 47.62%),21 (1.00),←,
14,"Dumont, Trent",21y 37d,16 (6-0-10 37.50%),7 (0.44),←,
11,"Firrito, Michael",32y 253d,271 (140-2-129 52.03%),29 (0.11),←,
43,"Gibson, Sam",30y 71d,104 (63-0-41 60.58%),44 (0.42),←,
22,"Goldstein, Todd",28y 36d,167 (92-1-74 55.39%),86 (0.51),←,
29,"Harvey, Brent",38y 84d,428 (235-3-190 55.26%),513 (1.20),←,
34,"Macmillan, Jamie",24y 318d,100 (57-0-43 57.00%),41 (0.41),←,
2,"McKenzie, Brad",23y 69d,35 (17-0-18 48.57%),5 (0.14),←,
17,"Mullett, Aaron",24y 165d,63 (35-0-28 55.56%),26 (0.41),←,
20,"Petrie, Drew",33y 296d,312 (159-3-150 51.44%),424 (1.36),←,
9,"Swallow, Andrew",29y 65d,204 (107-1-96 52.70%),76 (0.37),←,
25,"Tarrant, Robbie",27y 103d,80 (44-0-36 55.00%),41 (0.51),←,
12,"Thomas, Lindsay",28y 160d,192 (98-2-92 51.56%),316 (1.65),←,
16,"Thompson, Scott",30y 89d,178 (90-2-86 51.12%),6 (0.03),←,
8,"Wells, Daniel",31y 185d,239 (125-2-112 52.72%),150 (0.63),←,
7,"Ziebell, Jack",25y 160d,143 (75-0-68 52.45%),88 (0.62),←,
Totals,Totals,27y 115d,3213 (1738-21-1454 54.09%),2192 (0.68),,
C,"Scott, Brad",40y 95d,153 (85-0-68 55.56%),,←,
