0,1,2,3,4,5,6
←,"Round: 4 Venue: Subiaco Date: Thu, 13-Apr-2017 6:10 PM (8:10 PM) Attendance: 38063","Round: 4 Venue: Subiaco Date: Thu, 13-Apr-2017 6:10 PM (8:10 PM) Attendance: 38063","Round: 4 Venue: Subiaco Date: Thu, 13-Apr-2017 6:10 PM (8:10 PM) Attendance: 38063","Round: 4 Venue: Subiaco Date: Thu, 13-Apr-2017 6:10 PM (8:10 PM) Attendance: 38063","Round: 4 Venue: Subiaco Date: Thu, 13-Apr-2017 6:10 PM (8:10 PM) Attendance: 38063",→
←,West Coast,2.2.14,5.9.39,9.10.64,13.13.91,→
←,Sydney,2.2.14,4.3.27,7.4.46,10.5.65,→
←,Qrt margin,Tied,WC by 12,WC by 18,WC by 26,→
←,Qrt scores,14-14,WC 25-13,WC 25-19,WC 27-19,→
←,Field umpires,"Jeff Dalgleish (145), Nick Foot (83), Scott Jeffery (313)","Jeff Dalgleish (145), Nick Foot (83), Scott Jeffery (313)","Jeff Dalgleish (145), Nick Foot (83), Scott Jeffery (313)","Jeff Dalgleish (145), Nick Foot (83), Scott Jeffery (313)",→
