Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",12,2,9,21,,,,3.0,,4.0,8.0,4.0,3.0,2.0,,13.0,9.0,,,3.0,,,81.0
24,"Bews, Jed",9,4,6,15,,,,3.0,1.0,3.0,,2.0,2.0,,,3.0,12.0,,,,,,80.0
46,"Blicavs, Mark",12,5,5,17,1,1.0,8.0,3.0,1.0,4.0,3.0,4.0,,1.0,,7.0,10.0,2.0,1.0,2.0,,,85.0
5,"Cameron, Jeremy",10,8,6,16,3,1.0,,,2.0,,,3.0,1.0,2.0,,4.0,12.0,2.0,3.0,2.0,1.0,,95.0
45,"Close, Brad",6,4,6,12,1,1.0,,2.0,,4.0,1.0,1.0,1.0,1.0,,4.0,8.0,,,,,1.0,83.0
16,"De Koning, Sam",7,3,8,15,,,,,5.0,,1.0,1.0,3.0,,,11.0,4.0,2.0,,5.0,,,90.0
22,"Duncan, Mitch",20,9,5,25,,,,1.0,5.0,6.0,1.0,6.0,2.0,,,4.0,18.0,,,,1.0,,80.0
29,"Guthrie, Cameron",16,5,12,28,,1.0,,6.0,1.0,4.0,3.0,4.0,2.0,1.0,,11.0,16.0,,1.0,,,,82.0
39,"Guthrie, Zach",8,5,4,12,,,,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,9.0,,,3.0,1.0,,81.0
26,"Hawkins, Tom",6,4,2,8,,1.0,2.0,,,4.0,,3.0,,2.0,,3.0,6.0,1.0,1.0,3.0,,1.0,95.0
38,"Henry, Jack",6,3,4,10,2,1.0,,3.0,,3.0,,1.0,1.0,,,7.0,4.0,3.0,1.0,2.0,,,86.0
9,"Holmes, Max",5,3,5,10,,,,2.0,,,1.0,1.0,,,,5.0,5.0,1.0,1.0,,,,64.0
8,"Kolodjashnij, Jake",7,3,3,10,,,,1.0,2.0,1.0,,4.0,2.0,,,5.0,6.0,1.0,,3.0,,,81.0
27,"Menegola, Sam",13,5,5,18,,1.0,,1.0,3.0,2.0,1.0,7.0,2.0,,,6.0,12.0,,1.0,2.0,,1.0,77.0
32,"Miers, Gryan",7,3,3,10,1,1.0,,3.0,,1.0,,1.0,2.0,,,3.0,8.0,,,1.0,,1.0,73.0
42,"OConnor, Mark",6,3,7,13,,,,2.0,2.0,,,1.0,1.0,,,9.0,5.0,1.0,,3.0,,1.0,77.0
14,"Selwood, Joel",10,3,8,18,,,,3.0,1.0,4.0,6.0,4.0,,1.0,,9.0,8.0,,,1.0,,,80.0
7,"Smith, Isaac",11,8,9,20,1,1.0,,,3.0,3.0,,3.0,,,,4.0,15.0,,1.0,2.0,2.0,,81.0
1,"Stanley, Rhys",3,1,3,6,,,18.0,,,1.0,2.0,3.0,2.0,2.0,,5.0,2.0,,,4.0,,1.0,75.0
18,"Stengle, Tyson",14,6,4,18,3,,,,,5.0,1.0,2.0,,1.0,3.0,5.0,13.0,,3.0,1.0,,1.0,75.0
12,"Stephens, Cooper",,,,,,,,,,,,,,,,,,,,,,,
44,"Stewart, Tom",21,6,8,29,,,,2.0,9.0,3.0,2.0,2.0,1.0,,,13.0,14.0,1.0,,3.0,,,94.0
2,"Tuohy, Zach",8,2,9,17,1,,,3.0,2.0,3.0,1.0,5.0,,,,5.0,12.0,,1.0,1.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,95,131,348,13,11.0,28.0,40.0,38.0,57.0,32.0,64.0,26.0,13.0,3.0,140.0,208.0,14.0,14.0,41.0,5.0,7.0,
Opposition,Opposition,216,109,125,341,13,8.0,33.0,48.0,43.0,52.0,33.0,74.0,13.0,26.0,3.0,117.0,216.0,14.0,15.0,53.0,14.0,8.0,
