Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",19,3,5,24,,,,2.0,4.0,6.0,4.0,2.0,3.0,,,8.0,16.0,,,,,,94.0
17,"Burns, Scott",14,8,14,28,1,,,4.0,2.0,3.0,9.0,,6.0,,,15.0,13.0,,1.0,,,1.0,100.0
8,"Clement, James",13,9,1,14,,,,1.0,5.0,2.0,,1.0,,,,2.0,11.0,1.0,,6.0,,,95.0
34,"Cloke, Jason",3,3,2,5,,,,1.0,1.0,,1.0,1.0,,,,1.0,5.0,,,1.0,,,57.0
13,"Cole, Richard",2,,1,3,,,,3.0,,,,,,,,1.0,2.0,,,,,,63.0
4,"Didak, Alan",6,3,1,7,1,,,,1.0,3.0,1.0,1.0,2.0,1.0,,4.0,3.0,1.0,,1.0,,,91.0
25,"Fraser, Josh",10,4,5,15,,1.0,14.0,2.0,2.0,4.0,1.0,5.0,2.0,3.0,,9.0,5.0,1.0,1.0,1.0,,1.0,100.0
6,"Holland, Brodie",13,2,4,17,1,1.0,,3.0,4.0,1.0,4.0,1.0,2.0,,,11.0,6.0,,,4.0,,,100.0
26,"Johnson, Ben",17,9,2,19,,,,2.0,9.0,4.0,1.0,4.0,,,,4.0,14.0,,,1.0,1.0,1.0,99.0
18,"Licuria, Paul",13,5,7,20,,,,1.0,,3.0,2.0,2.0,,,,8.0,11.0,,,1.0,1.0,,88.0
29,"Lokan, Matthew",10,5,4,14,3,,,,,2.0,2.0,3.0,1.0,3.0,,8.0,6.0,1.0,1.0,3.0,,1.0,100.0
3,"Lonie, Ryan",4,1,5,9,,,,2.0,1.0,1.0,,1.0,,1.0,,2.0,3.0,,,2.0,1.0,,100.0
15,"Nixon, Bo",,,2,2,,,,2.0,,,,1.0,,,,1.0,,,,,,,45.0
11,"OBree, Shane",11,6,5,16,,1.0,,3.0,,2.0,2.0,4.0,3.0,,,7.0,9.0,,,,,,100.0
35,"Prestigiacomo, Simon",5,1,1,6,,,1.0,3.0,1.0,,,2.0,,2.0,,2.0,3.0,,,4.0,,,92.0
21,"Richards, Guy",6,3,,6,,,5.0,1.0,,2.0,1.0,4.0,,2.0,,2.0,4.0,,,1.0,,,91.0
23,"Rocca, Anthony",9,8,1,10,3,,2.0,,1.0,4.0,1.0,6.0,,1.0,,2.0,8.0,1.0,3.0,1.0,1.0,,92.0
22,"Shaw, Rhyce",5,,,5,,,,,2.0,1.0,1.0,1.0,1.0,,,4.0,2.0,,,,,,41.0
36,"Swan, Dane",10,5,6,16,2,,,1.0,2.0,2.0,1.0,2.0,,,,6.0,9.0,1.0,2.0,1.0,,,100.0
20,"Tarrant, Chris",2,2,,2,1,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,7.0
14,"Wakelin, Shane",1,,1,2,,,,,1.0,1.0,,,1.0,,,3.0,,,,8.0,,,46.0
2,"Woewodin, Shane",13,6,6,19,,1.0,1.0,4.0,,4.0,3.0,4.0,,,,8.0,12.0,1.0,1.0,,,2.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,83,73,259,12,5.0,23.0,35.0,36.0,45.0,34.0,45.0,21.0,13.0,,109.0,143.0,8.0,10.0,35.0,4.0,6.0,
Opposition,Opposition,181,86,99,280,21,11.0,34.0,48.0,33.0,57.0,37.0,52.0,13.0,21.0,6.0,115.0,161.0,12.0,14.0,51.0,9.0,12.0,
