Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",18y 354d,1 (0-0-1 0.00%),,←,
18,"Cameron, Jeremy",18y 358d,1 (0-0-1 0.00%),,←,
3,"Coniglio, Stephen",18y 100d,1 (0-0-1 0.00%),,←,
11,"Cornes, Chad",32y 133d,240 (133-1-106 55.63%),175 (0.73),1 (0-0-1 0.00%),
1,"Davis, Phil",21y 207d,19 (11-0-8 57.89%),1 (0.05),1 (0-0-1 0.00%),
4,"Folau, Israel",22y 356d,1 (0-0-1 0.00%),,←,
26,"Giles, Jonathan",24y 76d,1 (0-0-1 0.00%),1 (1.00),←,
35,"Greene, Toby",18y 181d,1 (0-0-1 0.00%),,←,
2,"Hampton, Curtly",19y 14d,1 (0-0-1 0.00%),,←,
36,"Hombsch, Jack",19y 17d,1 (0-0-1 0.00%),,←,
33,"Hoskin-Elliott, Will",18y 204d,1 (0-0-1 0.00%),1 (1.00),←,
40,"Kennedy, Adam",19y 256d,1 (0-0-1 0.00%),,←,
38,"McDonald, James",35y 171d,252 (103-1-148 41.07%),57 (0.23),1 (0-0-1 0.00%),1 (1.00)
39,"Mohr, Tim",23y 157d,1 (0-0-1 0.00%),,←,
7,"Palmer, Rhys",23y 40d,54 (21-0-33 38.89%),23 (0.43),1 (0-0-1 0.00%),
5,"Shiel, Dylan",19y 15d,1 (0-0-1 0.00%),,←,
34,"Smith, Devon",18y 309d,1 (0-0-1 0.00%),,←,
20,"Tomlinson, Adam",18y 227d,1 (0-0-1 0.00%),,←,
31,"Townsend, Jacob",18y 278d,1 (0-0-1 0.00%),,←,
29,"Tyson, Dom",18y 290d,1 (0-0-1 0.00%),,←,
8,"Ward, Callan",21y 349d,61 (32-0-29 52.46%),34 (0.56),1 (0-0-1 0.00%),1 (1.00)
16,"Wilson, Nathan",19y 77d,1 (0-0-1 0.00%),1 (1.00),←,
Totals,Totals,21y 123d,643 (300-2-341 46.66%),293 (0.46),,
C,"Sheedy, Kevin",64y 91d,635 (386-6-243 61.26%),,1 (0-0-1 0.00%),
