Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",13,2,4,17,1,,,5.0,,,,,2.0,1.0,,,,,,,,,
32,"Bourke, David",17,3,6,23,1,,,1.0,,,,,3.0,,,,,,,,,,
17,"Broderick, Paul",12,2,13,25,2,,1.0,4.0,,,,,,,,,,,,,,,
9,"Campbell, Wayne",21,5,9,30,1,,1.0,2.0,,,,,1.0,,,,,,,,,,
15,"Charles, Justin",,,,,,,,,,,,,,1.0,,,,,,,,,
10,"Daffy, Nick",16,4,3,19,6,3.0,,1.0,,,,,,,,,,,,,,,
14,"Dear, Greg",9,1,4,13,1,,18.0,2.0,,,,,3.0,1.0,,,,,,,,,
18,"Edwards, Stuart",6,4,2,8,4,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
30,"Free, Tony",12,2,4,16,,,,2.0,,,,,1.0,2.0,,,,,,,,,
25,"Gale, Brendon",4,3,8,12,,1.0,9.0,1.0,,,,,1.0,,,,,,,,,,
11,"Gale, Michael",17,7,10,27,,,,3.0,,,,,,,3.0,,,,,,,,
3,"Kellaway, Duncan",14,5,9,23,,,,7.0,,,,,2.0,,,,,,,,,,
33,"Knights, Matthew",18,3,14,32,,,,7.0,,,,,1.0,1.0,,,,,,,,,
27,"Maxfield, Stuart",14,2,4,18,,,,1.0,,,,,2.0,1.0,,,,,,,,,
6,"Naish, Chris",5,1,4,9,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
7,"Prescott, Ashley",3,,,3,,,,,,,,,,,,,,,,,,,
12,"Richardson, Matthew",15,11,3,18,4,,,,,,,,2.0,3.0,2.0,,,,,,,,
4,"Rogers, Matthew",9,2,3,12,1,1.0,,3.0,,,,,,,,,,,,,,,
5,"Tape, Jamie",8,5,7,15,,,,,,,,,,1.0,,,,,,,,,
41,"Turner, Scott",8,5,2,10,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
36,"Wigney, Stuart",11,5,6,17,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,72,115,347,21,8.0,30.0,43.0,,,,,21.0,15.0,6.0,,,,,,,,
Opposition,Opposition,186,44,86,272,13,7.0,16.0,21.0,,,,,15.0,21.0,,,,,,,,,
