Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
8,"Bewick, Darren",26y 35d,118 (73-1-44 62.29%),195 (1.65),←,
48,"Calthorpe, David",20y 39d,13 (10-0-3 76.92%),12 (0.92),←,
7,"Daniher, Chris",27y 178d,55 (31-1-23 57.27%),15 (0.27),←,
38,"Denham, Sean",24y 149d,76 (44-1-31 58.55%),32 (0.42),32 (20-1-11 64.06%),11 (0.34)
31,"Fletcher, Dustin",18y 141d,17 (13-1-3 79.41%),,←,
29,"Grenvold, David",27y 203d,70 (48-1-21 69.29%),14 (0.20),←,
1,"Harvey, Mark",28y 106d,157 (105-1-51 67.20%),163 (1.04),←,
11,"Hills, Paul",21y 5d,51 (30-1-20 59.80%),9 (0.18),←,
5,"Hird, James",20y 233d,20 (12-1-7 62.50%),36 (1.80),←,
13,"Long, Michael",23y 359d,102 (66-0-36 64.71%),70 (0.69),←,
2,"Mercuri, Mark",19y 216d,23 (15-1-7 67.39%),26 (1.13),←,
24,"Misiti, Joe",18y 320d,25 (17-1-7 70.00%),13 (0.52),←,
10,"ODonnell, Gary",28y 136d,137 (86-1-50 63.14%),48 (0.35),←,
47,"Olarenshaw, Ricky",20y 236d,16 (13-0-3 81.25%),5 (0.31),←,
3,"Salmon, Paul",28y 248d,182 (111-1-70 61.26%),454 (2.49),←,
19,"Somerville, Peter",25y 79d,66 (41-0-25 62.12%),57 (0.86),←,
26,"Thompson, Mark",29y 310d,170 (111-2-57 65.88%),48 (0.28),←,
21,"Wallis, Dean",24y 29d,60 (34-1-25 57.50%),22 (0.37),←,
4,"Wanganeen, Gavin",20y 99d,61 (35-1-25 58.20%),27 (0.44),←,
32,"Watson, Tim",32y 74d,298 (188-3-107 63.59%),333 (1.12),←,
Totals,Totals,24y 105d,1717 (1083-19-615 63.08%),1579 (0.92),,
C,"Sheedy, Kevin",45y 275d,307 (201-2-104 65.80%),,←,
