Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 74d,186 (108-2-76 58.60%),77 (0.41),←,
21,"Bradley, Craig",29y 254d,169 (99-2-68 59.17%),123 (0.73),←,
20,"Brown, Fraser",22y 320d,55 (26-1-28 48.18%),27 (0.49),←,
39,"Christou, Ang",21y 169d,14 (8-1-5 60.71%),2 (0.14),←,
35,"Dean, Peter",28y 117d,158 (96-1-61 61.08%),22 (0.14),←,
12,"Gleeson, Adrian",26y 65d,133 (80-2-51 60.90%),129 (0.97),←,
17,"Heaver, Brent",22y 19d,26 (17-1-8 67.31%),42 (1.62),14 (8-1-5 60.71%),30 (2.14)
33,"Hogg, Matthew",24y 195d,86 (41-3-42 49.42%),14 (0.16),27 (17-1-9 64.81%),10 (0.37)
4,"Kernahan, Stephen",29y 306d,169 (100-2-67 59.76%),481 (2.85),←,
44,"Madden, Justin",32y 34d,251 (152-2-97 60.96%),157 (0.63),206 (122-2-82 59.71%),137 (0.67)
30,"McCormack, Paul",23y 114d,7 (5-0-2 71.43%),1 (0.14),←,
5,"McKay, Andrew",22y 355d,12 (7-1-4 62.50%),5 (0.42),←,
3,"Oliver, Stephen",22y 171d,5 (5-0-0 100.00%),2 (0.40),←,
22,"Powell, Tim",25y 81d,67 (20-0-47 29.85%),43 (0.64),3 (2-0-1 66.67%),3 (1.00)
7,"Ratten, Brett",21y 358d,50 (26-0-24 52.00%),7 (0.14),←,
14,"Sexton, Michael",22y 121d,47 (24-1-22 52.13%),4 (0.09),←,
9,"Sholl, Brett",21y 300d,22 (14-1-7 65.91%),4 (0.18),←,
1,"Silvagni, Stephen",26y 34d,129 (80-1-48 62.40%),93 (0.72),←,
11,"Spalding, Earl",28y 115d,141 (90-1-50 64.18%),98 (0.70),32 (20-1-11 64.06%),35 (1.09)
2,"Williams, Greg",29y 277d,169 (93-1-75 55.33%),142 (0.84),28 (17-1-10 62.50%),14 (0.50)
Totals,Totals,25y 229d,1896 (1091-23-782 57.54%),1473 (0.78),,
C,"Parkin, David",50y 295d,339 (195-2-142 57.82%),,176 (108-2-66 61.93%),
