Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",5,1,1,6,,,5.0,,,,,,1.0,,,,,,,,,,
14,"Armstrong, Matt",14,,8,22,,1.0,,,,,,,1.0,,,,,,,,,,
17,"Broderick, Paul",11,1,12,23,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
22,"Caven, Peter",8,5,12,20,1,,5.0,1.0,,,,,,3.0,,,,,,,,,
2,"Dundas, Matthew",15,2,13,28,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
18,"Dunstan, Michael",9,1,7,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
28,"Elliott, Jamie",9,2,10,19,,,,3.0,,,,,2.0,,,,,,,,,,
27,"Fleming, Dale",9,4,4,13,1,1.0,,2.0,,,,,2.0,4.0,,,,,,,,,
7,"Gale, Michael",7,2,9,16,1,,,,,,,,1.0,4.0,,,,,,,,,
6,"Guard, Jeremy",4,,5,9,,,,1.0,,,,,,,,,,,,,,,
19,"Harding, Dean",8,,3,11,2,2.0,,,,,,,1.0,2.0,,,,,,,,,
26,"Johnston, David",5,2,7,12,,,,,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",16,4,5,21,,,,,,,,,3.0,1.0,,,,,,,,,
30,"Manson, James",2,4,6,8,,,7.0,,,,,,,4.0,,,,,,,,,
25,"McCarthy, John",13,6,4,17,1,1.0,1.0,,,,,,,,,,,,,,,,
4,"Paxman, Stephen",9,3,4,13,,1.0,,,,,,,4.0,2.0,,,,,,,,,
1,"Roos, Paul",9,7,3,12,5,3.0,,2.0,,,,,1.0,,,,,,,,,,
3,"Seecamp, Marcus",4,3,11,15,,,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Wynd, Jim",20,6,10,30,,,,3.0,,,,,5.0,2.0,,,,,,,,,
16,"Zanotti, Mark",14,5,8,22,,,,3.0,,,,,3.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,58,142,333,12,11.0,18.0,19.0,,,,,31.0,31.0,,,,,,,,,
Opposition,Opposition,217,80,169,386,17,8.0,32.0,29.0,,,,,31.0,31.0,6.0,,,,,,,,
