Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Banks, Denis",31y 350d,165 (95-2-68 58.18%),111 (0.67),←,
17,"Barwick, Doug",29y 115d,146 (77-3-66 53.77%),218 (1.49),70 (42-3-25 62.14%),90 (1.29)
26,"Brown, Gavin",23y 249d,86 (46-3-37 55.23%),83 (0.97),←,
21,"Christian, Michael",26y 284d,84 (43-2-39 52.38%),18 (0.21),←,
28,"Crosisca, Gavin",22y 259d,80 (48-3-29 61.88%),35 (0.44),←,
35,"Daicos, Peter",29y 254d,217 (123-4-90 57.60%),437 (2.01),←,
15,"Lehmann, Troy",19y 96d,1 (0-0-1 0.00%),2 (2.00),←,
36,"McCartney, Jason",17y 79d,2 (0-0-2 0.00%),3 (1.50),←,
34,"McGuane, Mick",23y 154d,69 (41-2-26 60.87%),31 (0.45),←,
5,"McKeown, Ron",24y 22d,90 (49-3-38 56.11%),70 (0.78),←,
42,"Millane, Darren",25y 296d,136 (76-3-57 56.99%),69 (0.51),←,
1,"Monkhorst, Damian",21y 284d,48 (30-2-16 64.58%),6 (0.13),←,
7,"Morwood, Shane",29y 182d,170 (99-3-68 59.12%),83 (0.49),153 (90-3-60 59.80%),70 (0.46)
13,"Richardson, Alan",26y 15d,33 (19-2-12 60.61%),8 (0.24),←,
33,"Russell, Kym",23y 51d,2 (0-0-2 0.00%),1 (0.50),←,
29,"Russell, Scott",21y 25d,36 (22-2-12 63.89%),23 (0.64),←,
22,"Shaw, Tony",30y 313d,253 (141-3-109 56.32%),145 (0.57),←,
27,"Starcevich, Craig",24y 16d,74 (40-3-31 56.08%),104 (1.41),←,
9,"Tarpey, Andrew",25y 311d,9 (4-0-5 44.44%),1 (0.11),←,
37,"Williams, Paul",18y 59d,7 (2-0-5 28.57%),3 (0.43),←,
Totals,Totals,24y 262d,1708 (955-40-713 55.91%),1451 (0.85),,
C,"Matthews, Leigh",39y 92d,124 (69-3-52 56.85%),,←,
