Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",28y 313d,182 (81-2-99 45.05%),63 (0.35),151 (78-2-71 52.32%),51 (0.34)
8,"Bianco, Trent",21y 191d,18 (8-0-10 44.44%),7 (0.39),←,
14,"Cameron, Darcy",27y 12d,47 (23-1-23 50.00%),44 (0.94),46 (23-1-22 51.09%),44 (0.96)
45,"Carmichael, Josh",22y 310d,4 (4-0-0 100.00%),4 (1.00),←,
46,"Cox, Mason",31y 138d,88 (50-0-38 56.82%),96 (1.09),←,
25,"Crisp, Jack",28y 301d,194 (98-2-94 51.03%),58 (0.30),176 (91-2-83 52.27%),48 (0.27)
7,"Daicos, Josh",23y 246d,71 (37-1-33 52.82%),37 (0.52),←,
35,"Daicos, Nick",19y 208d,19 (14-0-5 73.68%),5 (0.26),←,
2,"de Goey, Jordan",26y 137d,132 (68-2-62 52.27%),169 (1.28),←,
5,"Elliott, Jamie",29y 343d,149 (87-2-60 59.06%),216 (1.45),←,
33,"Ginnivan, Jack",19y 233d,22 (15-0-7 68.18%),38 (1.73),←,
32,"Hoskin-Elliott, Will",28y 331d,175 (79-2-94 45.71%),156 (0.89),123 (67-2-54 55.28%),114 (0.93)
38,"Howe, Jeremy",32y 31d,213 (84-2-127 39.91%),91 (0.43),113 (62-2-49 55.75%),11 (0.10)
40,"Johnson, Ash",24y 297d,3 (3-0-0 100.00%),6 (2.00),←,
1,"Lipinski, Patrick",24y 13d,75 (45-0-30 60.00%),37 (0.49),19 (14-0-5 73.68%),7 (0.37)
37,"Maynard, Brayden",25y 313d,155 (77-2-76 50.32%),17 (0.11),←,
31,"McCreery, Beau",21y 102d,29 (16-0-13 55.17%),21 (0.72),←,
30,"Moore, Darcy",26y 186d,120 (57-2-61 48.33%),67 (0.56),←,
28,"Murphy, Nathan",22y 227d,27 (17-0-10 62.96%),1 (0.04),←,
9,"Noble, John",25y 127d,63 (33-1-29 53.17%),4 (0.06),←,
10,"Pendlebury, Scott",34y 204d,352 (210-3-139 60.09%),185 (0.53),←,
3,"Quaynor, Isaac",22y 196d,53 (26-0-27 49.06%),3 (0.06),←,
22,"Sidebottom, Steele",31y 209d,283 (169-4-110 60.42%),184 (0.65),←,
Totals,Totals,26y 28d,2474 (1301-26-1147 52.59%),1509 (0.61),,
C,"McRae, Craig",48y 311d,19 (14-0-5 73.68%),,←,
