St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",1,2,5,6,,,,5.0,,1.0,,2.0,,1.0,,2.0,6.0,,,1.0,,1.0,67.0
15,"Billings, Jack",12,4,10,22,,1.0,,2.0,2.0,4.0,2.0,2.0,,2.0,,7.0,16.0,,,1.0,,,86.0
16,"Butler, Dan",5,2,4,9,1,1.0,,10.0,,1.0,,1.0,1.0,,,4.0,5.0,,1.0,4.0,,,78.0
31,"Byrnes, Ryan",9,2,5,14,1,,,1.0,1.0,2.0,3.0,1.0,1.0,,,8.0,5.0,,,,,,73.0
23 ↑,"Bytel, Jack",3,,1,4,,,,2.0,1.0,,1.0,,1.0,,,2.0,,,,1.0,,,38.0
11 ↓,"Clark, Hunter",5,,3,8,,,,1.0,1.0,,2.0,1.0,1.0,,,4.0,4.0,,,,,,21.0
1,"Coffield, Nick",3,,2,5,,,,2.0,1.0,1.0,,2.0,1.0,2.0,,2.0,3.0,,,4.0,,,86.0
5,"Crouch, Brad",16,1,20,36,1,,,6.0,2.0,3.0,5.0,5.0,3.0,1.0,,19.0,15.0,,,2.0,,,80.0
7,"Dunstan, Luke",15,3,11,26,,1.0,,10.0,1.0,4.0,2.0,4.0,,2.0,2.0,12.0,12.0,,,2.0,,1.0,86.0
22,"Higgins, Jack",15,7,9,24,,2.0,,4.0,,6.0,1.0,3.0,1.0,,,9.0,13.0,2.0,2.0,,,,87.0
34,"Highmore, Tom",15,13,7,22,,,,4.0,5.0,2.0,,4.0,2.0,2.0,,9.0,12.0,3.0,,4.0,,,77.0
8,"Hill, Bradley",15,1,8,23,,,,3.0,1.0,3.0,2.0,4.0,1.0,1.0,,7.0,13.0,,,6.0,,1.0,88.0
20,"Howard, Dougal",21,7,3,24,,,,2.0,10.0,1.0,,4.0,2.0,2.0,,7.0,9.0,2.0,,16.0,1.0,,100.0
41,"Hunter, Paul",4,1,4,8,,,17.0,5.0,1.0,,3.0,5.0,,3.0,,3.0,5.0,,,4.0,,,67.0
12,"King, Max",9,6,4,13,2,,,3.0,,2.0,,3.0,,,,9.0,3.0,4.0,2.0,1.0,,,94.0
21,"Long, Ben",9,4,6,15,,1.0,,5.0,3.0,2.0,,4.0,,,,6.0,11.0,,,4.0,,,85.0
13,"Lonie, Jack",9,1,3,12,,2.0,,4.0,,3.0,,5.0,3.0,,,4.0,8.0,,,2.0,,,86.0
18,"Ryder, Paddy",9,2,1,10,,1.0,28.0,2.0,,2.0,,3.0,,1.0,,4.0,3.0,1.0,1.0,5.0,,,84.0
35,"Sinclair, Jack",15,1,9,24,1,,,6.0,4.0,3.0,,2.0,2.0,,,11.0,14.0,,,3.0,2.0,,73.0
9,"Steele, Jack",20,4,14,34,,,,12.0,1.0,12.0,9.0,8.0,3.0,6.0,,19.0,14.0,,1.0,1.0,,,87.0
29,"Webster, Jimmy",9,2,8,17,,,,4.0,4.0,1.0,,2.0,,,,5.0,11.0,,,1.0,,,83.0
44,"Wilkie, Callum",9,4,3,12,,,,2.0,5.0,,,4.0,2.0,3.0,,2.0,10.0,,,10.0,,,100.0
32,"Wood, Mason",8,3,5,13,2,,,7.0,1.0,4.0,,5.0,1.0,3.0,,6.0,8.0,,,1.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,70,145,381,8,12.0,45.0,102.0,44.0,57.0,30.0,74.0,25.0,29.0,2.0,161.0,200.0,12.0,7.0,73.0,3.0,3.0,
Opposition,Opposition,223,43,134,357,9,12.0,35.0,57.0,45.0,54.0,46.0,75.0,29.0,26.0,4.0,164.0,168.0,4.0,5.0,51.0,,4.0,
