Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 5d,218 (127-2-89 58.72%),286 (1.31),26 (3-0-23 11.54%),24 (0.92)
11,"Bennell, Harley",19y 230d,22 (2-0-20 9.09%),27 (1.23),←,
30,"Brown, Campbell",28y 265d,180 (76-1-103 42.50%),71 (0.39),21 (1-0-20 4.76%),7 (0.33)
28,"Caddy, Josh",19y 234d,10 (0-0-10 0.00%),7 (0.70),←,
12,"Day, Sam",19y 256d,13 (1-0-12 7.69%),7 (0.54),←,
42,"Horsley, Kyal",24y 260d,4 (0-0-4 0.00%),1 (0.25),←,
7,"Hunt, Karmichael",25y 184d,24 (2-0-22 8.33%),2 (0.08),←,
36,"Iles, Sam",24y 335d,28 (7-0-21 25.00%),11 (0.39),21 (3-0-18 14.29%),11 (0.52)
19,"Lynch, Tom",19y 201d,21 (2-0-19 9.52%),17 (0.81),←,
51,"McQualter, Andrew",25y 345d,90 (58-2-30 65.56%),37 (0.41),1 (0-0-1 0.00%),
41,"Prestia, Dion",19y 220d,25 (1-0-24 4.00%),3 (0.12),←,
35,"Rischitelli, Michael",26y 132d,138 (52-3-83 38.77%),59 (0.43),27 (3-0-24 11.11%),12 (0.44)
8,"Russell, Luke",20y 116d,19 (1-0-18 5.26%),9 (0.47),←,
37,"Sexton, Alex",18y 168d,1 (0-0-1 0.00%),,←,
26,"Shaw, Matt",20y 104d,21 (2-0-19 9.52%),9 (0.43),←,
2,"Smith, Zac",22y 87d,28 (3-0-25 10.71%),17 (0.61),←,
25,"Stanley, Danny",24y 91d,28 (4-0-24 14.29%),20 (0.71),23 (3-0-20 13.04%),20 (0.87)
48,"Tape, Seb",19y 287d,20 (1-0-19 5.00%),,←,
21,"Taylor, Jeremy",19y 337d,5 (0-0-5 0.00%),,←,
16,"Thompson, Rory",21y 68d,9 (1-0-8 11.11%),2 (0.22),←,
14,"Warnock, Matthew",28y 46d,63 (11-1-51 18.25%),1 (0.02),8 (0-0-8 0.00%),
38,"Wilkinson, Joel",20y 172d,11 (1-0-10 9.09%),1 (0.09),←,
Totals,Totals,22y 222d,978 (352-9-617 35.99%),587 (0.60),,
C,"McKenna, Guy",43y 8d,30 (3-0-27 10.00%),,←,
