St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Baker, Steven",3,4,9,12,,1.0,,2.0,,,1.0,1.0,2.0,1.0,,4.0,9.0,,1.0,3.0,,,72.0
14,"Ball, Luke",10,4,4,14,,,2.0,3.0,,3.0,3.0,2.0,1.0,,,7.0,7.0,,,,,,48.0
27,"Blake, Jason",14,13,12,26,,,1.0,2.0,4.0,,,2.0,,2.0,,3.0,24.0,1.0,1.0,6.0,,,100.0
16,"Clarke, Raphael",6,4,8,14,,,,2.0,,1.0,1.0,2.0,,1.0,,5.0,9.0,,,6.0,,,92.0
26,"Dal Santo, Nick",15,,11,26,,1.0,1.0,7.0,4.0,3.0,5.0,2.0,1.0,,,11.0,14.0,,,,1.0,,86.0
43,"Dawson, Zac",5,7,3,8,,,,3.0,3.0,,,4.0,,4.0,,,9.0,,,7.0,1.0,,100.0
25,"Fisher, Sam",17,10,3,20,1,,,2.0,6.0,2.0,,3.0,,1.0,,4.0,16.0,2.0,,6.0,3.0,,99.0
15,"Gardiner, Michael",12,7,1,13,4,,20.0,1.0,,1.0,2.0,2.0,,1.0,3.0,6.0,6.0,3.0,3.0,2.0,,,70.0
42,"Geary, Jarryn",2,1,2,4,,,,,,1.0,,,,,,2.0,2.0,,,1.0,,,55.0
19,"Gilbert, Sam",17,9,10,27,,,,6.0,5.0,2.0,,2.0,,1.0,,10.0,16.0,1.0,,4.0,3.0,,96.0
18,"Goddard, Brendon",14,7,10,24,,,,4.0,5.0,1.0,4.0,2.0,,1.0,,6.0,18.0,,,3.0,3.0,,91.0
1,"Gram, Jason",14,8,3,17,,,,3.0,1.0,6.0,2.0,2.0,,1.0,,2.0,16.0,,,2.0,,,91.0
7,"Hayes, Lenny",18,4,15,33,,,1.0,8.0,5.0,5.0,12.0,1.0,1.0,1.0,,17.0,15.0,,,3.0,1.0,1.0,77.0
38,"Jones, Clinton",9,2,13,22,1,,,9.0,1.0,1.0,3.0,4.0,2.0,1.0,,11.0,10.0,,,1.0,2.0,,96.0
23,"Koschitzke, Justin",14,11,3,17,2,1.0,,,,3.0,1.0,3.0,3.0,1.0,,4.0,13.0,,4.0,,,,97.0
5,"McEvoy, Ben",1,3,3,4,,,5.0,3.0,,,,,,,,,4.0,,,,,,33.0
32,"McQualter, Andrew",6,4,9,15,1,,,5.0,1.0,4.0,,,,,,4.0,11.0,,1.0,,,4.0,76.0
44,"Milne, Stephen",6,4,3,9,1,1.0,,3.0,,4.0,1.0,3.0,1.0,2.0,,5.0,5.0,,1.0,1.0,,1.0,92.0
11,"Montagna, Leigh",17,2,7,24,,1.0,,10.0,2.0,5.0,5.0,6.0,2.0,2.0,,8.0,14.0,,,,,1.0,85.0
22,"Ray, Farren",6,2,6,12,,,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,4.0,9.0,,,,2.0,,68.0
12,"Riewoldt, Nick",13,11,3,16,3,,2.0,1.0,,7.0,,3.0,,1.0,1.0,6.0,10.0,4.0,3.0,1.0,,1.0,100.0
13,"Schneider, Adam",10,4,3,13,1,1.0,,7.0,1.0,1.0,,3.0,1.0,1.0,,5.0,8.0,,1.0,1.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,229,121,141,370,14,7.0,32.0,84.0,40.0,51.0,42.0,48.0,15.0,23.0,4.0,124.0,245.0,11.0,15.0,47.0,16.0,8.0,
Opposition,Opposition,187,84,227,414,13,7.0,48.0,68.0,35.0,53.0,37.0,37.0,23.0,14.0,2.0,135.0,278.0,12.0,14.0,41.0,5.0,11.0,
