Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Allan, Matthew",29y 135d,155 (84-0-71 54.19%),73 (0.47),15 (9-0-6 60.00%),1 (0.07)
15,"Alvey, Mark",24y 30d,51 (26-1-24 51.96%),31 (0.61),6 (5-0-1 83.33%),3 (0.50)
16,"Bradley, Kepler",18y 240d,3 (1-0-2 33.33%),1 (0.33),←,
37,"Bullen, Marcus",21y 364d,30 (20-0-10 66.67%),7 (0.23),←,
36,"Dyson, Ricky",18y 286d,8 (6-0-2 75.00%),5 (0.63),←,
39,"Haynes, Ben",23y 13d,16 (9-0-7 56.25%),6 (0.38),11 (6-0-5 54.55%),6 (0.55)
19,"Hille, David",23y 38d,63 (38-0-25 60.32%),43 (0.68),←,
5,"Hird, James",31y 157d,200 (127-5-68 64.75%),292 (1.46),←,
14,"Johnson, Jason",26y 167d,121 (84-1-36 69.83%),72 (0.60),←,
1,"Johnson, Mark",26y 48d,121 (87-1-33 72.31%),39 (0.32),←,
18,"Lloyd, Matthew",26y 85d,180 (115-2-63 64.44%),663 (3.68),←,
42,"Lovett-Murray, Nathan",21y 235d,13 (9-0-4 69.23%),18 (1.38),←,
25,"Lucas, Scott",26y 193d,175 (112-1-62 64.29%),247 (1.41),←,
33,"McPhee, Adam",21y 278d,64 (29-0-35 45.31%),31 (0.48),39 (23-0-16 58.97%),22 (0.56)
10,"McVeigh, Mark",23y 166d,90 (56-1-33 62.78%),36 (0.40),←,
24,"Misiti, Joe",29y 244d,232 (147-4-81 64.22%),95 (0.41),←,
28,"Murphy, Justin",28y 77d,159 (72-0-87 45.28%),144 (0.91),14 (9-0-5 64.29%),21 (1.50)
11,"Peverill, Damien",24y 364d,68 (41-1-26 61.03%),15 (0.22),←,
9,"Ramanauskas, Adam",23y 234d,99 (70-1-28 71.21%),52 (0.53),←,
20,"Richards, Ted",21y 181d,17 (12-0-5 70.59%),12 (0.71),←,
7,"Solomon, Dean",24y 183d,113 (80-0-33 70.80%),47 (0.42),←,
12,"Welsh, Andrew",21y 150d,51 (29-1-21 57.84%),6 (0.12),←,
Totals,Totals,24y 143d,2029 (1254-19-756 61.80%),1935 (0.95),,
C,"Sheedy, Kevin",56y 199d,560 (361-6-193 65.00%),,←,
