Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",29y 6d,196 (133-1-62 68.11%),83 (0.42),54 (43-1-10 80.56%),25 (0.46)
11,"Blair, Jarryd",23y 47d,69 (52-1-16 76.09%),59 (0.86),←,
16,"Brown, Nathan",24y 165d,78 (49-1-28 63.46%),7 (0.09),←,
9,"Clarke, Martin",25y 199d,72 (44-0-28 61.11%),19 (0.26),←,
4,"Didak, Alan",30y 105d,214 (136-1-77 63.79%),271 (1.27),←,
19,"Elliott, Jamie",20y 283d,25 (17-0-8 68.00%),23 (0.92),←,
18,"Jolly, Darren",31y 206d,235 (138-4-93 59.57%),121 (0.51),69 (52-2-15 76.81%),51 (0.74)
27,"Kennedy, Ben",19y 89d,5 (3-0-2 60.00%),3 (0.60),←,
7,"Krakouer, Andrew",30y 116d,134 (59-0-75 44.03%),148 (1.10),32 (25-0-7 78.13%),46 (1.44)
21,"Lynch, Quinten",30y 127d,219 (123-0-96 56.16%),285 (1.30),10 (6-0-4 60.00%),4 (0.40)
3,"Macaffer, Brent",25y 92d,39 (27-2-10 71.79%),22 (0.56),←,
37,"Martin, Kyle",22y 256d,1 (1-0-0 100.00%),2 (2.00),←,
5,"Maxwell, Nick",29y 362d,185 (119-2-64 64.86%),28 (0.15),←,
8,"Lumumba, Heritier",26y 197d,169 (113-2-54 67.46%),20 (0.12),←,
10,"Pendlebury, Scott",25y 144d,158 (106-2-50 67.72%),104 (0.66),←,
20,"Reid, Ben",24y 32d,83 (56-2-25 68.67%),8 (0.10),←,
40,"Seedsman, Paul",21y 129d,19 (12-0-7 63.16%),6 (0.32),←,
39,"Shaw, Heath",27y 185d,160 (102-2-56 64.38%),37 (0.23),←,
22,"Sidebottom, Steele",22y 149d,95 (70-2-23 74.74%),77 (0.81),←,
36,"Swan, Dane",29y 95d,206 (129-2-75 63.11%),165 (0.80),←,
24,"Thomas, Josh",21y 242d,6 (5-0-1 83.33%),1 (0.17),←,
46,"Williams, Marley",19y 313d,9 (7-0-2 77.78%),1 (0.11),←,
Totals,Totals,25y 177d,2377 (1501-24-852 63.15%),1490 (0.63),,
C,"Buckley, Nathan",40y 309d,35 (23-0-12 65.71%),,←,
