Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",27y 29d,167 (95-0-72 56.89%),148 (0.89),44 (11-0-33 25.00%),28 (0.64)
36,"Browne, Andrew",18y 320d,2 (1-0-1 50.00%),1 (0.50),←,
9,"Carr, Matthew",24y 91d,72 (18-1-53 25.69%),23 (0.32),44 (11-0-33 25.00%),21 (0.48)
10,"Cook, Troy",26y 230d,110 (43-0-67 39.09%),43 (0.39),67 (19-0-48 28.36%),32 (0.48)
33,"Farmer, Jeff",25y 279d,139 (60-0-79 43.17%),288 (2.07),21 (8-0-13 38.10%),29 (1.38)
14,"Grover, Antoni",23y 19d,40 (11-0-29 27.50%),4 (0.10),←,
42,"Haddrill, Robert",22y 61d,9 (2-0-7 22.22%),,←,
39,"Haines, Daniel",21y 353d,10 (4-0-6 40.00%),2 (0.20),←,
4,"Hasleby, Paul",21y 291d,64 (18-0-46 28.13%),49 (0.77),←,
43,"Hayden, Roger",22y 111d,6 (2-0-4 33.33%),,←,
11,"Headland, Des",22y 68d,53 (40-0-13 75.47%),52 (0.98),1 (0-0-1 0.00%),
5,"Jones, Anthony",28y 101d,82 (25-0-57 30.49%),3 (0.04),←,
21,"Longmuir, Troy",23y 309d,54 (15-0-39 27.78%),19 (0.35),37 (10-0-27 27.03%),16 (0.43)
8,"McManus, Shaun",27y 49d,124 (37-0-87 29.84%),62 (0.50),←,
34,"Medhurst, Paul",21y 109d,21 (8-0-13 38.10%),39 (1.86),←,
29,"Pavlich, Matthew",21y 89d,62 (17-0-45 27.42%),54 (0.87),←,
12,"Polak, Graham",18y 287d,7 (3-0-4 42.86%),,←,
31,"Sandilands, Aaron",20y 114d,1 (0-0-1 0.00%),1 (1.00),←,
3,"Schammer, Byron",17y 282d,1 (0-0-1 0.00%),,←,
2,"Simmonds, Troy",24y 260d,61 (28-0-33 45.90%),19 (0.31),21 (8-0-13 38.10%),12 (0.57)
19,"Walker, James",24y 74d,76 (21-0-55 27.63%),8 (0.11),←,
6,"Woods, Dion",21y 64d,19 (5-0-14 26.32%),4 (0.21),←,
Totals,Totals,22y 346d,1180 (453-1-726 38.39%),819 (0.69),,
C,"Connolly, Chris",40y 5d,24 (10-0-14 41.67%),,23 (9-0-14 39.13%),
